  -362.0         X  1.617410e-05  1.582970e-05  1.549260e-05  1.516270e-05  1.483990e-05     1.898050     1.844210     1.792380     1.742680     1.694970     1.649120     1.605020     1.562550     1.521630     1.482170     1.444080     1.407290     1.371730     1.337330     1.304050    -0.632314    -0.625312    -0.621801    -0.616019    -0.608070    -0.598092    -0.585195    -0.568684    -0.548121    -0.522491    -0.491411    -0.454460    -0.411586    -0.363412   -0.310928   -0.255498   -0.199554   -0.145937   -0.097726   -0.058091  -0.029705 -0.003389 -9.376470e-05 -1.435150e-05
  -360.0         X  1.636660e-05  1.601810e-05  1.567700e-05  1.534320e-05  1.501650e-05     1.920550     1.866070     1.813630     1.763340     1.715060     1.668670     1.624040     1.581080     1.539670     1.499740     1.461200     1.423970     1.387990     1.353190     1.319510    -0.639811    -0.632727    -0.629174    -0.623323    -0.615280    -0.605184    -0.592133    -0.575426    -0.554620    -0.528685    -0.497236    -0.459846    -0.416464    -0.367719   -0.314613   -0.258526   -0.201919   -0.147667   -0.098885   -0.058779  -0.030057 -0.003429 -9.487990e-05 -1.452230e-05
  -358.0         X  1.656200e-05  1.620930e-05  1.586420e-05  1.552640e-05  1.519570e-05     1.943390     1.888270     1.835200     1.784310     1.735460     1.688510     1.643360     1.599880     1.557980     1.517570     1.478570     1.440900     1.404490     1.369280     1.335200    -0.647422    -0.640253    -0.636658    -0.630738    -0.622598    -0.612382    -0.599176    -0.582270    -0.561216    -0.534973    -0.503149    -0.465314    -0.421416    -0.372091   -0.318353   -0.261599   -0.204320   -0.149422   -0.100061   -0.059478  -0.030415 -0.003470 -9.601200e-05 -1.469570e-05
  -356.0         X  1.676040e-05  1.640350e-05  1.605420e-05  1.571230e-05  1.537770e-05     1.966580     1.910790     1.857090     1.805600     1.756160     1.708660     1.662960     1.618960     1.576570     1.535680     1.496210     1.458090     1.421250     1.385610     1.351130    -0.655148    -0.647894    -0.644255    -0.638264    -0.630028    -0.619689    -0.606326    -0.589218    -0.567912    -0.541355    -0.509151    -0.470865    -0.426443    -0.376529   -0.322150   -0.264719   -0.206757   -0.151205   -0.101255   -0.060188  -0.030778 -0.003512 -9.716120e-05 -1.487170e-05
  -354.0         X  1.696170e-05  1.660060e-05  1.624710e-05  1.590110e-05  1.556250e-05     1.990110     1.933660     1.879320     1.827210     1.777180     1.729110     1.682860     1.638340     1.595440     1.554060     1.514120     1.475540     1.438260     1.402200     1.367300    -0.662991    -0.655650    -0.651967    -0.645905    -0.637570    -0.627107    -0.613584    -0.596271    -0.574709    -0.547835    -0.515245    -0.476500    -0.431545    -0.381035   -0.326004   -0.267886   -0.209230   -0.153014   -0.102466   -0.060909  -0.031146 -0.003554 -9.832800e-05 -1.505040e-05
  -352.0         X  1.716620e-05  1.680070e-05  1.644290e-05  1.609280e-05  1.575010e-05     2.014010     1.956880     1.901880     1.849140     1.798520     1.749870     1.703070     1.658010     1.614590     1.572710     1.532300     1.493260     1.455520     1.419030     1.383710    -0.670954    -0.663524    -0.659797    -0.653662    -0.645226    -0.634638    -0.620952    -0.603431    -0.581610    -0.554412    -0.521431    -0.482220    -0.436726    -0.385608   -0.329917   -0.271102   -0.211742   -0.154851   -0.103697   -0.061640  -0.031521 -0.003597 -9.951260e-05 -1.523180e-05
  -350.0         X  1.737380e-05  1.700380e-05  1.664180e-05  1.628740e-05  1.594060e-05     2.038270     1.980450     1.924790     1.871420     1.820180     1.770940     1.723580     1.677980     1.634040     1.591660     1.550750     1.511240     1.473060     1.436120     1.400380    -0.679037    -0.671518    -0.667746    -0.661537    -0.653000    -0.642284    -0.628432    -0.610700    -0.588616    -0.561090    -0.527711    -0.488028    -0.441985    -0.390252   -0.333890   -0.274366   -0.214291   -0.156716   -0.104946   -0.062383  -0.031901 -0.003640 -1.007150e-04 -1.541600e-05
  -348.0         X  1.758460e-05  1.721010e-05  1.684370e-05  1.648500e-05  1.613400e-05     2.062900     2.004380     1.948050     1.894030     1.842170     1.792340     1.744410     1.698260     1.653780     1.610890     1.569490     1.529500     1.490850     1.453470     1.417300    -0.687245    -0.679634    -0.675817    -0.669533    -0.660892    -0.650046    -0.636027    -0.618080    -0.595729    -0.567871    -0.534088    -0.493925    -0.447325    -0.394966   -0.337923   -0.277680   -0.216880   -0.158609   -0.106214   -0.063137  -0.032286 -0.003684 -1.019360e-04 -1.560310e-05
  -346.0         X  1.779860e-05  1.741960e-05  1.704870e-05  1.668570e-05  1.633040e-05     2.087910     2.028680     1.971670     1.916990     1.864510     1.814070     1.765550     1.718840     1.673830     1.630420     1.588520     1.548040     1.508930     1.471090     1.434480    -0.695578    -0.687876    -0.684012    -0.677651    -0.668906    -0.657928    -0.643739    -0.625574    -0.602952    -0.574755    -0.540562    -0.499912    -0.452747    -0.399753   -0.342018   -0.281045   -0.219508   -0.160531   -0.107501   -0.063903  -0.032678 -0.003729 -1.031760e-04 -1.579300e-05
  -344.0         X  1.801590e-05  1.763230e-05  1.725690e-05  1.688940e-05  1.652980e-05     2.113300     2.053360     1.995640     1.940310     1.887180     1.836130     1.787020     1.739750     1.694180     1.650240     1.607830     1.566870     1.527280     1.488980     1.451920    -0.704040    -0.696244    -0.692333    -0.685894    -0.677043    -0.665931    -0.651569    -0.633183    -0.610285    -0.581745    -0.547136    -0.505991    -0.458252    -0.404613   -0.346176   -0.284462   -0.222177   -0.162483   -0.108809   -0.064680  -0.033076 -0.003774 -1.044360e-04 -1.598590e-05
  -342.0         X  1.823660e-05  1.784830e-05  1.746830e-05  1.709630e-05  1.673230e-05     2.139090     2.078410     2.019990     1.963980     1.910210     1.858530     1.808830     1.760970     1.714850     1.670380     1.627450     1.585990     1.545910     1.507150     1.469640    -0.712633    -0.704741    -0.700782    -0.694265    -0.685305    -0.674058    -0.659521    -0.640910    -0.617732    -0.588843    -0.553811    -0.512164    -0.463842    -0.409549   -0.350399   -0.287931   -0.224887   -0.164465   -0.110136   -0.065470  -0.033480 -0.003820 -1.057140e-04 -1.618170e-05
  -340.0         X  1.846080e-05  1.806770e-05  1.768300e-05  1.730650e-05  1.693800e-05     2.165270     2.103850     2.044720     1.988020     1.933590     1.881280     1.830970     1.782530     1.735840     1.690820     1.647370     1.605400     1.564830     1.525600     1.487620    -0.721358    -0.713369    -0.709362    -0.702765    -0.693695    -0.682311    -0.667595    -0.648756    -0.625294    -0.596051    -0.560590    -0.518432    -0.469518    -0.414560   -0.354686   -0.291454   -0.227639   -0.166478   -0.111484   -0.066271  -0.033890 -0.003867 -1.070130e-04 -1.638060e-05
  -338.0         X  1.868840e-05  1.829050e-05  1.790100e-05  1.751990e-05  1.714680e-05     2.191860     2.129690     2.069830     2.012430     1.957330     1.904380     1.853450     1.804410     1.757160     1.711590     1.667600     1.625110     1.584050     1.544330     1.505890    -0.730219    -0.722132    -0.718076    -0.711398    -0.702216    -0.690691    -0.675795    -0.656724    -0.632974    -0.603371    -0.567474    -0.524798    -0.475283    -0.419650   -0.359040   -0.295032   -0.230433   -0.168522   -0.112853   -0.067085  -0.034306 -0.003915 -1.083320e-04 -1.658260e-05
  -336.0         X  1.891960e-05  1.851680e-05  1.812250e-05  1.773660e-05  1.735900e-05     2.218870     2.155930     2.095330     2.037230     1.981450     1.927850     1.876290     1.826640     1.778810     1.732670     1.688140     1.645130     1.603560     1.563350     1.524440    -0.739218    -0.731031    -0.726925    -0.720164    -0.710870    -0.699203    -0.684122    -0.664816    -0.640773    -0.610805    -0.574465    -0.531263    -0.481138    -0.424819   -0.363462   -0.298666   -0.233271   -0.170598   -0.114244   -0.067912  -0.034729 -0.003963 -1.096710e-04 -1.678780e-05
  -334.0         X  1.915450e-05  1.874660e-05  1.834740e-05  1.795680e-05  1.757440e-05     2.246300     2.182570     2.121230     2.062410     2.005940     1.951670     1.899480     1.849220     1.800790     1.754090     1.709010     1.665460     1.623380     1.582680     1.543290    -0.748358    -0.740070    -0.735913    -0.729068    -0.719658    -0.707847    -0.692580    -0.673035    -0.648694    -0.618355    -0.581565    -0.537829    -0.487083    -0.430068   -0.367953   -0.302356   -0.236154   -0.172706   -0.115656   -0.068752  -0.035159 -0.004012 -1.110310e-04 -1.699620e-05
  -332.0         X  1.939300e-05  1.898010e-05  1.857590e-05  1.818040e-05  1.779330e-05     2.274150     2.209640     2.147540     2.087980     2.030810     1.975880     1.923030     1.872150     1.823120     1.775840     1.730200     1.686120     1.643510     1.602300     1.562420    -0.757641    -0.749250    -0.745041    -0.738112    -0.728585    -0.716627    -0.701170    -0.681382    -0.656739    -0.626024    -0.588777    -0.544497    -0.493123    -0.435400   -0.372515   -0.306104   -0.239081   -0.174847   -0.117090   -0.069604  -0.035595 -0.004062 -1.124130e-04 -1.720780e-05
  -330.0         X  1.963530e-05  1.921720e-05  1.880800e-05  1.840750e-05  1.801560e-05     2.302450     2.237130     2.174250     2.113960     2.056080     2.000460     1.946960     1.895440     1.845800     1.797930     1.751720     1.707090     1.663960     1.622230     1.581860    -0.767070    -0.758574    -0.754313    -0.747297    -0.737652    -0.725545    -0.709895    -0.689861    -0.664911    -0.633813    -0.596102    -0.551271    -0.499257    -0.440815   -0.377148   -0.309911   -0.242055   -0.177022   -0.118547   -0.070471  -0.036038 -0.004113 -1.138170e-04 -1.742280e-05
  -328.0         X  1.988140e-05  1.945810e-05  1.904380e-05  1.863830e-05  1.824140e-05     2.331190     2.265060     2.201390     2.140350     2.081740     2.025430     1.971260     1.919100     1.868840     1.820370     1.773590     1.728400     1.684720     1.642480     1.601600    -0.776648    -0.768046    -0.763732    -0.756628    -0.746862    -0.734603    -0.718758    -0.698473    -0.673211    -0.641725    -0.603543    -0.558152    -0.505487    -0.446316   -0.381854   -0.313778   -0.245075   -0.179231   -0.120026   -0.071350  -0.036488 -0.004164 -1.152430e-04 -1.764120e-05
  -326.0         X  2.013150e-05  1.970280e-05  1.928330e-05  1.887270e-05  1.847090e-05     2.360390     2.293430     2.228960     2.167150     2.107810     2.050790     1.995940     1.943130     1.892250     1.843170     1.795800     1.750040     1.705820     1.663050     1.621660    -0.786378    -0.777668    -0.773299    -0.766106    -0.756218    -0.743805    -0.727761    -0.707222    -0.681643    -0.649762    -0.611101    -0.565141    -0.511816    -0.451904   -0.386634   -0.317706   -0.248143   -0.181475   -0.121529   -0.072244  -0.036946 -0.004216 -1.166910e-04 -1.786310e-05
  -324.0         X  2.038550e-05  1.995150e-05  1.952660e-05  1.911090e-05  1.870400e-05     2.390040     2.322240     2.256970     2.194380     2.134300     2.076560     2.021020     1.967550     1.916020     1.866320     1.818360     1.772030     1.727250     1.683940     1.642030    -0.796262    -0.787442    -0.783018    -0.775735    -0.765722    -0.753153    -0.736907    -0.716110    -0.690209    -0.657926    -0.618779    -0.572241    -0.518246    -0.457581   -0.391491   -0.321697   -0.251260   -0.183754   -0.123056   -0.073152  -0.037410 -0.004270 -1.181630e-04 -1.808860e-05
  -322.0         X  2.064360e-05  2.020410e-05  1.977390e-05  1.935280e-05  1.894080e-05     2.420180     2.351520     2.285420     2.222040     2.161200     2.102740     2.046500     1.992350     1.940170     1.889850     1.841280     1.794370     1.749030     1.705170     1.662730    -0.806303    -0.797372    -0.792892    -0.785517    -0.775378    -0.762650    -0.746199    -0.725139    -0.698911    -0.666221    -0.626580    -0.579454    -0.524778    -0.463347   -0.396424   -0.325750   -0.254426   -0.186070   -0.124608   -0.074075  -0.037882 -0.004323 -1.196580e-04 -1.831760e-05
  -320.0         X  2.090590e-05  2.046070e-05  2.002510e-05  1.959870e-05  1.918140e-05     2.450790     2.381260     2.314330     2.250150     2.188540     2.129330     2.072380     2.017550     1.964710     1.913750     1.864570     1.817060     1.771150     1.726740     1.683760    -0.816505    -0.807460    -0.802924    -0.795455    -0.785187    -0.772299    -0.755639    -0.734312    -0.707752    -0.674648    -0.634505    -0.586782    -0.531414    -0.469206   -0.401436   -0.329869   -0.257643   -0.188423   -0.126184   -0.075012  -0.038361 -0.004378 -1.211770e-04 -1.855030e-05
  -318.0         X  2.117230e-05  2.072150e-05  2.028030e-05  1.984850e-05  1.942590e-05     2.481890     2.411480     2.343700     2.278700     2.216310     2.156350     2.098680     2.043150     1.989640     1.938040     1.888230     1.840120     1.793620     1.748650     1.705130    -0.826870    -0.817711    -0.813117    -0.805553    -0.795154    -0.782102    -0.765231    -0.743632    -0.716735    -0.683210    -0.642557    -0.594228    -0.538157    -0.475159   -0.406529   -0.334053   -0.260911   -0.190814   -0.127785   -0.075964  -0.038849 -0.004434 -1.227200e-04 -1.878670e-05
  -316.0         X  2.144310e-05  2.098650e-05  2.053970e-05  2.010230e-05  1.967430e-05     2.513490     2.442190     2.373540     2.307720     2.244530     2.183810     2.125400     2.069160     2.014970     1.962710     1.912270     1.863550     1.816460     1.770910     1.726830    -0.837402    -0.828126    -0.823473    -0.815813    -0.805282    -0.792063    -0.774976    -0.753103    -0.725862    -0.691910    -0.650738    -0.601794    -0.545008    -0.481207   -0.411703   -0.338305   -0.264232   -0.193243   -0.129412   -0.076931  -0.039344 -0.004490 -1.242890e-04 -1.902700e-05
  -314.0         X  2.171820e-05  2.125580e-05  2.080320e-05  2.036030e-05  1.992680e-05     2.545610     2.473390     2.403860     2.337200     2.273200     2.211700     2.152550     2.095600     2.040710     1.987780     1.936700     1.887350     1.839660     1.793530     1.748890    -0.848104    -0.838709    -0.833997    -0.826238    -0.815573    -0.802184    -0.784879    -0.762726    -0.735136    -0.700749    -0.659052    -0.609481    -0.551969    -0.487353   -0.416961   -0.342625   -0.267607   -0.195711   -0.131065   -0.077915  -0.039847 -0.004548 -1.258820e-04 -1.927120e-05
  -312.0         X  2.199790e-05  2.152950e-05  2.107110e-05  2.062250e-05  2.018340e-05     2.578240     2.505090     2.434680     2.367160     2.302340     2.240050     2.180140     2.122460     2.066870     2.013260     1.961520     1.911540     1.863240     1.816520     1.771310    -0.858979    -0.849463    -0.844691    -0.836833    -0.826030    -0.812470    -0.794942    -0.772504    -0.744561    -0.709732    -0.667499    -0.617293    -0.559043    -0.493598   -0.422304   -0.347016   -0.271035   -0.198219   -0.132745   -0.078914  -0.040358 -0.004606 -1.275020e-04 -1.951930e-05
  -310.0         X  2.228210e-05  2.180760e-05  2.134330e-05  2.088890e-05  2.044410e-05     2.611400     2.537310     2.465990     2.397600     2.331950     2.268860     2.208180     2.149750     2.093450     2.039150     1.986740     1.936130     1.887200     1.839880     1.794090    -0.870030    -0.860392    -0.855558    -0.847599    -0.836657    -0.822922    -0.805169    -0.782442    -0.754138    -0.718861    -0.676084    -0.625231    -0.566232    -0.499945   -0.427733   -0.351477   -0.274520   -0.200767   -0.134452   -0.079929  -0.040877 -0.004666 -1.291480e-04 -1.977150e-05
  -308.0         X  2.257090e-05  2.209030e-05  2.162000e-05  2.115970e-05  2.070910e-05     2.645100     2.570060     2.497810     2.428540     2.362040     2.298140     2.236670     2.177490     2.120460     2.065460     2.012380     1.961110     1.911550     1.863620     1.817240    -0.881262    -0.871499    -0.866603    -0.858541    -0.847457    -0.833544    -0.815562    -0.792541    -0.763872    -0.728139    -0.684809    -0.633299    -0.573537    -0.506395   -0.433251   -0.356011   -0.278061   -0.203357   -0.136187   -0.080960  -0.041405 -0.004726 -1.308210e-04 -2.002780e-05
  -306.0         X  2.286450e-05  2.237760e-05  2.190120e-05  2.143490e-05  2.097850e-05     2.679350     2.603340     2.530160     2.459990     2.392630     2.327900     2.265630     2.205690     2.147920     2.092210     2.038440     1.986500     1.936300     1.887750     1.840770    -0.892677    -0.882788    -0.877828    -0.869661    -0.858434    -0.844341    -0.826125    -0.802805    -0.773764    -0.737568    -0.693676    -0.641498    -0.580962    -0.512950   -0.438859   -0.360619   -0.281660   -0.205990   -0.137950   -0.082009  -0.041941 -0.004787 -1.325210e-04 -2.028830e-05
