   238.0         X  4.017120e-04  3.931750e-04  3.848190e-04  3.766410e-04  3.686370e-04    45.910100    44.612500    43.363400    42.165500    41.015600    39.910500    38.847500    37.823900    36.837500    35.886200    34.967900    34.080900    33.223500    32.394200    31.591500   -15.242400   -15.073800   -14.989200   -14.850000   -14.658600   -14.418400   -14.107900   -13.710500   -13.215600   -12.598800   -11.851000   -10.962100    -9.930920    -8.772430   -7.510260   -6.176900   -4.830240   -3.537960   -2.373770   -1.414230  -0.724990 -0.083228 -2.320710e-03 -3.565490e-04
   240.0         X  3.890980e-04  3.808280e-04  3.727350e-04  3.648130e-04  3.570600e-04    44.472300    43.215500    42.005400    40.845100    39.731200    38.660800    37.631100    36.639600    35.684100    34.762600    33.873100    33.013800    32.183300    31.379900    30.602400   -14.764800   -14.601500   -14.519600   -14.384800   -14.199400   -13.966700   -13.666000   -13.281000   -12.801600   -12.204200   -11.479900   -10.618800    -9.620010    -8.497830   -7.275200   -5.983570   -4.679060   -3.427210   -2.299440   -1.369930  -0.702271 -0.080617 -2.247860e-03 -3.453520e-04
   242.0         X  3.770240e-04  3.690110e-04  3.611690e-04  3.534930e-04  3.459810e-04    43.096300    41.878400    40.705900    39.581500    38.502100    37.464800    36.466900    35.506100    34.580200    33.687200    32.825200    31.992600    31.187700    30.409200    29.655800   -14.307800   -14.149500   -14.070200   -13.939500   -13.759900   -13.534400   -13.243000   -12.870000   -12.405500   -11.826600   -11.124700   -10.290400    -9.322460    -8.235030   -7.050230   -5.798550   -4.534370   -3.321210   -2.228310   -1.327530  -0.680527 -0.078119 -2.178130e-03 -3.346360e-04
   244.0         X  3.654610e-04  3.576940e-04  3.500920e-04  3.426520e-04  3.353700e-04    41.778600    40.597900    39.461300    38.371300    37.324900    36.319400    35.352100    34.420700    33.523100    32.657400    31.821700    31.014500    30.234300    29.479600    28.749200   -13.870100   -13.716700   -13.639800   -13.513100   -13.339000   -13.120500   -12.838000   -12.476400   -12.026100   -11.465000   -10.784600    -9.975790    -9.037510    -7.983350   -6.834780   -5.621360   -4.395800   -3.219700   -2.160180   -1.286930  -0.659703 -0.075726 -2.111360e-03 -3.243730e-04
   246.0         X  3.543810e-04  3.468490e-04  3.394780e-04  3.322630e-04  3.252010e-04    40.515900    39.371000    38.268700    37.211700    36.197000    35.221800    34.283700    33.380500    32.510100    31.670500    30.860100    30.077300    29.320700    28.588800    27.880400   -13.450700   -13.302000   -13.227400   -13.104600   -12.935700   -12.723800   -12.449900   -12.099200   -11.662600   -11.118400   -10.458600    -9.674350    -8.764460    -7.742180   -6.628320   -5.451560   -4.263020   -3.122420   -2.094890   -1.248020  -0.639747 -0.073433 -2.047360e-03 -3.145370e-04
   248.0         X  3.437560e-04  3.364500e-04  3.292990e-04  3.223010e-04  3.154510e-04    39.305200    38.194500    37.125200    36.099800    35.115400    34.169400    33.259400    32.383200    31.538700    30.724300    29.938100    29.178700    28.444700    27.734600    27.047500   -13.048600   -12.904300   -12.832000   -12.712800   -12.549100   -12.343500   -12.077800   -11.737600   -11.314100   -10.786200   -10.146200    -9.385330    -8.502660    -7.510940   -6.430370   -5.288760   -4.135690   -3.029150   -2.032290   -1.210710  -0.620613 -0.071235 -1.986000e-03 -3.051070e-04
   250.0         X  3.335610e-04  3.264720e-04  3.195340e-04  3.127430e-04  3.060960e-04    38.143700    37.065800    36.028100    35.033100    34.077800    33.159800    32.276600    31.426300    30.606800    29.816500    29.053500    28.316600    27.604200    26.915200    26.248300   -12.662900   -12.522900   -12.452700   -12.337100   -12.178100   -11.978600   -11.720800   -11.390700   -10.979700   -10.467500    -9.846370    -9.108060    -8.251490    -7.289090   -6.240450   -5.132560   -4.013540   -2.939660   -1.972230   -1.174910  -0.602255 -0.069125 -1.927130e-03 -2.960580e-04
   252.0         X  3.237750e-04  3.168940e-04  3.101590e-04  3.035670e-04  2.971150e-04    37.028700    35.982400    34.975100    34.009100    33.081800    32.190600    31.333300    30.507800    29.712300    28.945000    28.204400    27.489000    26.797400    26.128500    25.481100   -12.292600   -12.156700   -12.088600   -11.976300   -11.822100   -11.628400   -11.378100   -11.057700   -10.658800   -10.161500    -9.558610    -8.841900    -8.010390    -7.076130   -6.058140   -4.982610   -3.896280   -2.853760   -1.914580   -1.140550  -0.584633 -0.067100 -1.870610e-03 -2.873720e-04
   254.0         X  3.143750e-04  3.076940e-04  3.011540e-04  2.947540e-04  2.884890e-04    35.957800    34.941800    33.963600    33.025600    32.125100    31.259700    30.427200    29.625600    28.853100    28.108000    27.388800    26.694100    26.022500    25.373000    24.744300   -11.937000   -11.805100   -11.738900   -11.629900   -11.480100   -11.292100   -11.049000   -10.737900   -10.350500    -9.867680    -9.282220    -8.586270    -7.778830    -6.871590   -5.883040   -4.838600   -3.783650   -2.771240   -1.859200   -1.107550  -0.567706 -0.065155 -1.816330e-03 -2.790290e-04
   256.0         X  3.053410e-04  2.988520e-04  2.925000e-04  2.862840e-04  2.801990e-04    34.928700    33.941800    32.991600    32.080500    31.205800    30.365100    29.556500    28.777800    28.027400    27.303700    26.605100    25.930200    25.277900    24.646900    24.036200   -11.595300   -11.467100   -11.402800   -11.297000   -11.151500   -10.968900   -10.732800   -10.430600   -10.054300    -9.585310    -9.016630    -8.340610    -7.556300    -6.675040   -5.714770   -4.700200   -3.675410   -2.691950   -1.805990   -1.075830  -0.551439 -0.063286 -1.764160e-03 -2.710100e-04
   258.0         X  2.966550e-04  2.903500e-04  2.841790e-04  2.781390e-04  2.722280e-04    33.939300    32.980300    32.057100    31.171800    30.321800    29.505000    28.719300    27.962700    27.233600    26.530300    25.851500    25.195700    24.561900    23.948800    23.355400   -11.266800   -11.142200   -11.079800   -10.976900   -10.835600   -10.658100   -10.428800   -10.135100    -9.769520    -9.313830    -8.761280    -8.104430    -7.342350    -6.486050   -5.552980   -4.567130   -3.571350   -2.615710   -1.754820   -1.045330  -0.535799 -0.061489 -1.713990e-03 -2.633000e-04
   260.0         X  2.882980e-04  2.821710e-04  2.761740e-04  2.703040e-04  2.645590e-04    32.987500    32.055400    31.158100    30.297600    29.471500    28.677600    27.913900    27.178600    26.469900    25.786300    25.126600    24.489200    23.873100    23.277200    22.700500   -10.950700   -10.829700   -10.769000   -10.669100   -10.531700   -10.359200   -10.136300    -9.850930    -9.495570    -9.052680    -8.515640    -7.877230    -7.136540    -6.304260   -5.397350   -4.439130   -3.471230   -2.542370   -1.705600   -1.016000  -0.520753 -0.059760 -1.665730e-03 -2.558830e-04
   262.0         X  2.802550e-04  2.742980e-04  2.684680e-04  2.627620e-04  2.571780e-04    32.071400    31.165300    30.292900    29.456300    28.653200    27.881300    27.138800    26.423900    25.734900    25.070300    24.428900    23.809200    23.210200    22.630900    22.070100   -10.646600   -10.528900   -10.469900   -10.372800   -10.239200   -10.071500    -9.854810    -9.577390    -9.231920    -8.801340    -8.279240    -7.658570    -6.938450    -6.129290   -5.247550   -4.315920   -3.374880   -2.471780   -1.658220   -0.987759  -0.506271 -0.058096 -1.619290e-03 -2.487440e-04
   264.0         X  2.725090e-04  2.667170e-04  2.610490e-04  2.555000e-04  2.500700e-04    31.189300    30.308100    29.459800    28.646200    27.865200    27.114500    26.392500    25.697200    25.027100    24.380900    23.757000    23.154400    22.571900    22.008500    21.463100   -10.353800   -10.239300   -10.181900   -10.087500    -9.957570    -9.794520    -9.583780    -9.314010    -8.978050    -8.559340    -8.051610    -7.448030    -6.747720    -5.960820   -5.103320   -4.197290   -3.282100   -2.403810   -1.612600   -0.960570  -0.492327 -0.056493 -1.574560e-03 -2.418690e-04
   266.0         X  2.650470e-04  2.594140e-04  2.539000e-04  2.485040e-04  2.432220e-04    30.339600    29.482400    28.657200    27.865800    27.106000    26.375900    25.673500    24.997100    24.345300    23.716700    23.109800    22.523600    21.957000    21.408900    20.878400   -10.071700    -9.960360    -9.904540    -9.812630    -9.686280    -9.527690    -9.322700    -9.060290    -8.733500    -8.326210    -7.832330    -7.245200    -6.563990    -5.798520   -4.964370   -4.083000   -3.192720   -2.338320   -1.568650   -0.934376  -0.478893 -0.054949 -1.531460e-03 -2.352450e-04
   268.0         X  2.578550e-04  2.523740e-04  2.470100e-04  2.417600e-04  2.366210e-04    29.520600    28.686600    27.883600    27.113600    26.374400    25.663900    24.980500    24.322400    23.688200    23.076500    22.486000    21.915700    21.364300    20.831000    20.314800    -9.799780    -9.691490    -9.637180    -9.547760    -9.424830    -9.270530    -9.071080    -8.815760    -8.497810    -8.101520    -7.620990    -7.049720    -6.386900    -5.642090   -4.830450   -3.972850   -3.106570   -2.275210   -1.526290   -0.909130  -0.465945 -0.053461 -1.489930e-03 -2.288610e-04
   270.0         X  2.509190e-04  2.455860e-04  2.403660e-04  2.352570e-04  2.302570e-04    28.731000    27.919300    27.137800    26.388400    25.668900    24.977500    24.312300    23.671800    23.054600    22.459200    21.884600    21.329500    20.792800    20.273800    19.771400    -9.537650    -9.432260    -9.379410    -9.292390    -9.172750    -9.022580    -8.828480    -8.580000    -8.270560    -7.884890    -7.417220    -6.861240    -6.216160    -5.491270   -4.701320   -3.866640   -3.023500   -2.214350   -1.485450   -0.884787  -0.453460 -0.052027 -1.449880e-03 -2.227050e-04
   272.0         X  2.442280e-04  2.390370e-04  2.339570e-04  2.289840e-04  2.241170e-04    27.969300    27.179100    26.418300    25.688800    24.988400    24.315300    23.667800    23.044300    22.443400    21.863800    21.304400    20.764000    20.241600    19.736300    19.247200    -9.284800    -9.182210    -9.130760    -9.046050    -8.929590    -8.783410    -8.594460    -8.352580    -8.051360    -7.675920    -7.220660    -6.679430    -6.051450    -5.345780   -4.576760   -3.764190   -2.943380   -2.155650   -1.446050   -0.861305  -0.441417 -0.050643 -1.411240e-03 -2.167670e-04
   274.0         X  2.377710e-04  2.327180e-04  2.277710e-04  2.229300e-04  2.181920e-04    27.234200    26.464800    25.724000    25.013700    24.331700    23.676300    23.045800    22.438700    21.853600    21.289200    20.744500    20.218300    19.709600    19.217600    18.741400    -9.040800    -8.940920    -8.890820    -8.808340    -8.694950    -8.552610    -8.368640    -8.133120    -7.839830    -7.474270    -7.030980    -6.503990    -5.892510    -5.205380   -4.456560   -3.665320   -2.866050   -2.099000   -1.408030   -0.838643  -0.429794 -0.049307 -1.373960e-03 -2.110350e-04
   276.0         X  2.315370e-04  2.266160e-04  2.217990e-04  2.170850e-04  2.124710e-04    26.524600    25.775200    25.053800    24.361900    23.697700    23.059400    22.445300    21.854000    21.284100    20.734500    20.203900    19.691400    19.196000    18.716800    18.253000    -8.805250    -8.707980    -8.659190    -8.578860    -8.468420    -8.329800    -8.150630    -7.921260    -7.635620    -7.279590    -6.847860    -6.334610    -5.739070    -5.069830   -4.340510   -3.569860   -2.791390   -2.044300   -1.371320   -0.816765  -0.418573 -0.048017 -1.337960e-03 -2.055020e-04
   278.0         X  2.255160e-04  2.207230e-04  2.160310e-04  2.114400e-04  2.069450e-04    25.839200    25.109200    24.406400    23.732400    23.085400    22.463500    21.865300    21.289300    20.734200    20.198700    19.681900    19.182600    18.700000    18.233200    17.781300    -8.577770    -8.483010    -8.435480    -8.357230    -8.249660    -8.114620    -7.940090    -7.716650    -7.438390    -7.091580    -6.671010    -6.171020    -5.590870    -4.938920   -4.228430   -3.477670   -2.719290   -1.991480   -1.335870   -0.795634  -0.407736 -0.046772 -1.303190e-03 -2.001580e-04
   280.0         X  2.196990e-04  2.150290e-04  2.104580e-04  2.059850e-04  2.016070e-04    25.177000    24.465800    23.781000    23.124300    22.493800    21.887900    21.305000    20.743700    20.202800    19.681100    19.177500    18.691000    18.220800    17.765900    17.325600    -8.357990    -8.265660    -8.219360    -8.143110    -8.038300    -7.906730    -7.736670    -7.518970    -7.247850    -6.909930    -6.500150    -6.012980    -5.447690    -4.812440   -4.120150   -3.388600   -2.649630   -1.940440   -1.301610   -0.775218  -0.397265 -0.045569 -1.269600e-03 -1.949940e-04
   282.0         X  2.140760e-04  2.095250e-04  2.050720e-04  2.007130e-04  1.964470e-04    24.537000    23.843800    23.176500    22.536400    21.922000    21.331500    20.763400    20.216400    19.689300    19.180800    18.690000    18.215900    17.757500    17.314200    16.885200    -8.145570    -8.055600    -8.010470    -7.936170    -7.834020    -7.705810    -7.540080    -7.327910    -7.063690    -6.734370    -6.335010    -5.860230    -5.309310    -4.690200   -4.015480   -3.302510   -2.582300   -1.891110   -1.268500   -0.755486  -0.387145 -0.044406 -1.237130e-03 -1.900030e-04
   284.0         X  2.086390e-04  2.042040e-04  1.998640e-04  1.956150e-04  1.914570e-04    23.918200    23.242500    22.592000    21.968100    21.369200    20.793500    20.239800    19.706600    19.192700    18.697100    18.218600    17.756500    17.309700    16.877600    16.459300    -7.940210    -7.852500    -7.808520    -7.736090    -7.636520    -7.511540    -7.350000    -7.143190    -6.885640    -6.564630    -6.175350    -5.712540    -5.175510    -4.572010   -3.914290   -3.219280   -2.517200   -1.843420   -1.236490   -0.736407  -0.377360 -0.043281 -1.205730e-03 -1.851770e-04
   286.0         X  2.033800e-04  1.990570e-04  1.948260e-04  1.906850e-04  1.866320e-04    23.319700    22.660900    22.026700    21.418400    20.834500    20.273200    19.733300    19.213500    18.712400    18.229200    17.762700    17.312100    16.876500    16.455200    16.047400    -7.741580    -7.656070    -7.613190    -7.542580    -7.445510    -7.323660    -7.166160    -6.964530    -6.713430    -6.400450    -6.020920    -5.569690    -5.046100    -4.457690   -3.816410   -3.138770   -2.454230   -1.797280   -1.205530   -0.717953  -0.367896 -0.042193 -1.175370e-03 -1.805100e-04
   288.0         X  1.982920e-04  1.940770e-04  1.899520e-04  1.859140e-04  1.819620e-04    22.740700    22.098200    21.479700    20.886600    20.317100    19.769800    19.243300    18.736400    18.247800    17.776500    17.321600    16.882200    16.457400    16.046500    15.648900    -7.549410    -7.466030    -7.424210    -7.355350    -7.260690    -7.141870    -6.988290    -6.791670    -6.546820    -6.241620    -5.871510    -5.431490    -4.920890    -4.347080   -3.721710   -3.060870   -2.393300   -1.752650   -1.175570   -0.700099  -0.358739 -0.041141 -1.145990e-03 -1.759940e-04
   290.0         X  1.933680e-04  1.892580e-04  1.852350e-04  1.812970e-04  1.774430e-04    22.180200    21.553600    20.950400    20.371800    19.816400    19.282600    18.769100    18.274600    17.798000    17.338400    16.894700    16.466100    16.051800    15.651000    15.263100    -7.363420    -7.282090    -7.241310    -7.174150    -7.081830    -6.965940    -6.816150    -6.624380    -6.385560    -6.087890    -5.726900    -5.297720    -4.799710    -4.240030   -3.630060   -2.985480   -2.334340   -1.709450   -1.146580   -0.682818  -0.349876 -0.040122 -1.117550e-03 -1.716230e-04
   292.0         X  1.886000e-04  1.845910e-04  1.806670e-04  1.768270e-04  1.730680e-04    21.637600    21.026400    20.437800    19.873500    19.331600    18.810900    18.309900    17.827500    17.362600    16.914200    16.481400    16.063200    15.659000    15.268100    14.889700    -7.183350    -7.104020    -7.064240    -6.998720    -6.908660    -6.795610    -6.649490    -6.462410    -6.229440    -5.939050    -5.586900    -5.168220    -4.682390    -4.136390   -3.541320   -2.912490   -2.277250   -1.667620   -1.118510   -0.666088  -0.341296 -0.039136 -1.090020e-03 -1.673910e-04
   294.0         X  1.839830e-04  1.800720e-04  1.762440e-04  1.724980e-04  1.688310e-04    21.112100    20.515700    19.941500    19.390800    18.862100    18.354000    17.865200    17.394500    16.940900    16.503400    16.081100    15.673100    15.278700    14.897200    14.528000    -7.008970    -6.931570    -6.892750    -6.828830    -6.740960    -6.630660    -6.488080    -6.305560    -6.078250    -5.794910    -5.451320    -5.042810    -4.568760    -4.036010   -3.455380   -2.841800   -2.221960   -1.627110   -1.091320   -0.649885  -0.332986 -0.038181 -1.063360e-03 -1.632930e-04
   296.0         X  1.795100e-04  1.756940e-04  1.719600e-04  1.683040e-04  1.647260e-04    20.603100    20.021100    19.460700    18.923300    18.407300    17.911500    17.434400    16.975100    16.532400    16.105400    15.693300    15.295100    14.910200    14.538000    14.177600    -6.840050    -6.764520    -6.726630    -6.664260    -6.578500    -6.470860    -6.331730    -6.153610    -5.931780    -5.655280    -5.319970    -4.921310    -4.458690    -3.938770   -3.372120   -2.773310   -2.168400   -1.587870   -1.064980   -0.634188  -0.324936 -0.037256 -1.037530e-03 -1.593220e-04
   298.0         X  1.751760e-04  1.714520e-04  1.678080e-04  1.642400e-04  1.607490e-04    20.109800    19.541700    18.994700    18.470200    17.966600    17.482600    17.017000    16.568600    16.136600    15.719800    15.317500    14.928900    14.553200    14.189800    13.838100    -6.676360    -6.602630    -6.565660    -6.504780    -6.421080    -6.316020    -6.180220    -6.006370    -5.789850    -5.519980    -5.192700    -4.803570    -4.352030    -3.844550   -3.291450   -2.706950   -2.116490   -1.549850   -1.039460   -0.618978  -0.317135 -0.036360 -1.012500e-03 -1.554750e-04
   300.0         X  1.709750e-04  1.673410e-04  1.637830e-04  1.603010e-04  1.568940e-04    19.631600    19.077100    18.543100    18.031000    17.539400    17.066900    16.612400    16.174700    15.752800    15.346000    14.953200    14.573800    14.207100    13.852400    13.509000    -6.517690    -6.445720    -6.409630    -6.350200    -6.268490    -6.165930    -6.033360    -5.863650    -5.652280    -5.388820    -5.069320    -4.689450    -4.248640    -3.753210   -3.213240   -2.642620   -2.066180   -1.512990   -1.014720   -0.604234  -0.309574 -0.035491 -9.882470e-04 -1.517470e-04
   302.0         X  1.669020e-04  1.633540e-04  1.598810e-04  1.564830e-04  1.531560e-04    19.168000    18.626500    18.105200    17.605200    17.125200    16.663800    16.220000    15.792700    15.380800    14.983500    14.600100    14.229600    13.871500    13.525200    13.189900    -6.363860    -6.293590    -6.258350    -6.200320    -6.120550    -6.020410    -5.890970    -5.725270    -5.518900    -5.261660    -4.949710    -4.578800    -4.148390    -3.664650   -3.137420   -2.580250   -2.017400   -1.477250   -0.990738   -0.589939  -0.302243 -0.034648 -9.647270e-04 -1.481310e-04
   304.0         X  1.629520e-04  1.594880e-04  1.560970e-04  1.527790e-04  1.495310e-04    18.718400    18.189600    17.680500    17.192200    16.723500    16.272900    15.839500    15.422200    15.020000    14.632000    14.257500    13.895800    13.546100    13.207800    12.880500    -6.214660    -6.146050    -6.111630    -6.054970    -5.977060    -5.879280    -5.752880    -5.591060    -5.389540    -5.138340    -4.833700    -4.471490    -4.051170    -3.578770   -3.063880   -2.519760   -1.970090   -1.442580   -0.967476   -0.576075  -0.295133 -0.033831 -9.419180e-04 -1.446250e-04
   306.0         X  1.591210e-04  1.557380e-04  1.524270e-04  1.491870e-04  1.460150e-04    18.282300    17.765800    17.268500    16.791600    16.333800    15.893700    15.470400    15.062800    14.670000    14.291000    13.925300    13.571900    13.230400    12.900000    12.580200    -6.069930    -6.002920    -5.969300    -5.913960    -5.837880    -5.742370    -5.618920    -5.460880    -5.264040    -5.018700    -4.721160    -4.367390    -3.956850    -3.495450   -2.992540   -2.461080   -1.924190   -1.408960   -0.944909   -0.562626  -0.288236 -0.033039 -9.197930e-04 -1.412240e-04
   308.0         X  1.554030e-04  1.520990e-04  1.488660e-04  1.457010e-04  1.426030e-04    17.859000    17.354500    16.868700    16.402900    15.955600    15.525800    15.112300    14.714100    14.330300    13.960200    13.602800    13.257700    12.924000    12.601300    12.288900    -5.929500    -5.864040    -5.831200    -5.777140    -5.702820    -5.609530    -5.488930    -5.334550    -5.142280    -4.902610    -4.611960    -4.266370    -3.865330    -3.414600   -2.923320   -2.404140   -1.879650   -1.376330   -0.923012   -0.549576  -0.281543 -0.032270 -8.983250e-04 -1.379240e-04
   310.0         X  1.517950e-04  1.485680e-04  1.454090e-04  1.423180e-04  1.392920e-04    17.448200    16.955300    16.480700    16.025600    15.588600    15.168600    14.764600    14.375600    14.000700    13.639000    13.289900    12.952700    12.626700    12.311400    12.006200    -5.793200    -5.729240    -5.697170    -5.644350    -5.571740    -5.480590    -5.362770    -5.211940    -5.024090    -4.789940    -4.505970    -4.168330    -3.776510    -3.336130   -2.856130   -2.348870   -1.836430   -1.344660   -0.901759   -0.536911  -0.275048 -0.031524 -8.774910e-04 -1.347220e-04
   312.0         X  1.482930e-04  1.451400e-04  1.420540e-04  1.390340e-04  1.360780e-04    17.049500    16.567800    16.104000    15.659300    15.232300    14.821900    14.427100    14.047000    13.680600    13.327200    12.986100    12.656600    12.338000    12.029900    11.731700    -5.660880    -5.598390    -5.567040    -5.515440    -5.444480    -5.355420    -5.240300    -5.092910    -4.909360    -4.680560    -4.403080    -4.073150    -3.690270    -3.259950   -2.790900   -2.295220   -1.794460   -1.313920   -0.881126   -0.524615  -0.268742 -0.030799 -8.572660e-04 -1.316130e-04
   314.0         X  1.448920e-04  1.418120e-04  1.387970e-04  1.358460e-04  1.329580e-04    16.662200    16.191500    15.738300    15.303600    14.886300    14.485300    14.099400    13.727900    13.369900    13.024500    12.691100    12.369100    12.057800    11.756600    11.465200    -5.532400    -5.471320    -5.440690    -5.390260    -5.320920    -5.233880    -5.121370    -4.977330    -4.797950    -4.574340    -4.303160    -3.980730    -3.606540    -3.185970   -2.727570   -2.243120   -1.753720   -1.284070   -0.861092   -0.512675  -0.262620 -0.030095 -8.376290e-04 -1.285950e-04
   316.0         X  1.415900e-04  1.385790e-04  1.356330e-04  1.327490e-04  1.299270e-04    16.286100    15.826000    15.383000    14.958200    14.550300    14.158300    13.781200    13.418000    13.068000    12.730500    12.404600    12.089800    11.785500    11.491200    11.206300    -5.407610    -5.347910    -5.317970    -5.268680    -5.200900    -5.115830    -5.005860    -4.865080    -4.689740    -4.471180    -4.206120    -3.890960    -3.525210    -3.114120   -2.666050   -2.192510   -1.714140   -1.255070   -0.841633   -0.501079  -0.256673 -0.029412 -8.185580e-04 -1.256640e-04
   318.0         X  1.383820e-04  1.354400e-04  1.325600e-04  1.297420e-04  1.269830e-04    15.920800    15.471000    15.037900    14.622600    14.223900    13.840600    13.472000    13.117000    12.774800    12.444800    12.126300    11.818500    11.521100    11.233300    10.954800    -5.286380    -5.228020    -5.198750    -5.150560    -5.084310    -5.001150    -4.893650    -4.756020    -4.584620    -4.370970    -4.111850    -3.803750    -3.446200    -3.044320   -2.606280   -2.143350   -1.675690   -1.226900   -0.822730   -0.489814  -0.250896 -0.028748 -8.000340e-04 -1.228160e-04
   320.0         X  1.352650e-04  1.323890e-04  1.295750e-04  1.268200e-04  1.241230e-04    15.565700    15.126000    14.702600    14.296500    13.906700    13.532000    13.171500    12.824400    12.489900    12.167300    11.855800    11.554900    11.264100    10.982700    10.710500    -5.168580    -5.111530    -5.082910    -5.035800    -4.971030    -4.889720    -4.784610    -4.650060    -4.482480    -4.273590    -4.020240    -3.719010    -3.369430    -2.976500   -2.548210   -2.095580   -1.638330   -1.199530   -0.804362   -0.478868  -0.245284 -0.028104 -7.820360e-04 -1.200500e-04
   322.0         X  1.322370e-04  1.294250e-04  1.266730e-04  1.239800e-04  1.213440e-04    15.220700    14.790700    14.376700    13.979600    13.598400    13.232000    12.879500    12.540100    12.213000    11.897500    11.592900    11.298700    11.014300    10.739200    10.473000    -5.054100    -4.998310    -4.970330    -4.924260    -4.860920    -4.781420    -4.678650    -4.547070    -4.383210    -4.178940    -3.931220    -3.636660    -3.294810    -2.910580   -2.491770   -2.049160   -1.602020   -1.172930   -0.786511   -0.468231  -0.239829 -0.027477 -7.645460e-04 -1.173620e-04
   324.0         X  1.292930e-04  1.265440e-04  1.238540e-04  1.212200e-04  1.186430e-04    14.885300    14.464800    14.059900    13.671500    13.298700    12.940400    12.595700    12.263800    11.943900    11.635300    11.337400    11.049700    10.771600    10.502500    10.242100    -4.942820    -4.888260    -4.860900    -4.815840    -4.753900    -4.676140    -4.575640    -4.446970    -4.286710    -4.086950    -3.844670    -3.556600    -3.222280    -2.846510   -2.436910   -2.004030   -1.566720   -1.147080   -0.769159   -0.457891  -0.234527 -0.026868 -7.475470e-04 -1.147490e-04
   326.0         X  1.264320e-04  1.237430e-04  1.211120e-04  1.185370e-04  1.160170e-04    14.559200    14.147900    13.751800    13.372000    13.007400    12.656900    12.319700    11.995100    11.682200    11.380300    11.089000    10.807600    10.535500    10.272400    10.017600    -4.834620    -4.781260    -4.754490    -4.710430    -4.649840    -4.573790    -4.475490    -4.349630    -4.192890    -3.997500    -3.760530    -3.478760    -3.151760    -2.784200   -2.383560   -1.960150   -1.532400   -1.121940   -0.752288   -0.447837  -0.229372 -0.026276 -7.310210e-04 -1.122090e-04
   328.0         X  1.236490e-04  1.210200e-04  1.184470e-04  1.159290e-04  1.134640e-04    14.242100    13.839700    13.452300    13.080700    12.724000    12.381200    12.051400    11.733800    11.427700    11.132400    10.847400    10.572100    10.306000    10.048500     9.799380    -4.729400    -4.677200    -4.651020    -4.607910    -4.548650    -4.474260    -4.378090    -4.254980    -4.101650    -3.910510    -3.678700    -3.403070    -3.083180    -2.723620   -2.331690   -1.917480   -1.499030   -1.097490   -0.735882   -0.438061  -0.224359 -0.025700 -7.149530e-04 -1.097400e-04
   330.0         X  1.209440e-04  1.183720e-04  1.158550e-04  1.133920e-04  1.109810e-04    13.933700    13.540000    13.161000    12.797500    12.448400    12.113000    11.790300    11.479600    11.180100    10.891300    10.612400    10.343100    10.082700     9.830850     9.587080    -4.627060    -4.575990    -4.550380    -4.508210    -4.450230    -4.377440    -4.283360    -4.162920    -4.012900    -3.825910    -3.599120    -3.329440    -3.016470    -2.664690   -2.281230   -1.875980   -1.466570   -1.073710   -0.719925   -0.428553  -0.219484 -0.025140 -6.993270e-04 -1.073380e-04
   332.0         X  1.183120e-04  1.157960e-04  1.133340e-04  1.109240e-04  1.085660e-04    13.633600    13.248400    12.877500    12.521900    12.180400    11.852200    11.536400    11.232400    10.939300    10.656700    10.383900    10.120300     9.865520     9.619080     9.380550    -4.527510    -4.477540    -4.452480    -4.411210    -4.354480    -4.283260    -4.191210    -4.073360    -3.926570    -3.743600    -3.521690    -3.257820    -2.951580    -2.607360   -2.232150   -1.835600   -1.434990   -1.050580   -0.704403   -0.419304  -0.214742 -0.024595 -6.841280e-04 -1.050030e-04
   334.0         X  1.157520e-04  1.132910e-04  1.108820e-04  1.085240e-04  1.062160e-04    13.341700    12.964700    12.601800    12.253700    11.919500    11.598300    11.289300    10.991800    10.705000    10.428500    10.161500     9.903530     9.654200     9.413030     9.179610    -4.430640    -4.381740    -4.357210    -4.316830    -4.261320    -4.191630    -4.101540    -3.986210    -3.842570    -3.663520    -3.446360    -3.188130    -2.888440    -2.551580   -2.184390   -1.796310   -1.404270   -1.028070   -0.689300   -0.410305  -0.210128 -0.024065 -6.693420e-04 -1.027300e-04
   336.0         X  1.132610e-04  1.108530e-04  1.084950e-04  1.061880e-04  1.039310e-04    13.057600    12.688600    12.333400    11.992800    11.665700    11.351300    11.048900    10.757700    10.477000    10.206300     9.945010     9.692580     9.448550     9.212510     8.984050    -4.336370    -4.288510    -4.264510    -4.224990    -4.170650    -4.102450    -4.014280    -3.901410    -3.760830    -3.585580    -3.373040    -3.120310    -2.826990    -2.497300   -2.137910   -1.758080   -1.374370   -1.006170   -0.674602   -0.401547  -0.205638 -0.023550 -6.549550e-04 -1.005190e-04
   338.0         X  1.108370e-04  1.084800e-04  1.061730e-04  1.039160e-04  1.017060e-04    12.781000    12.419900    12.072200    11.738800    11.418600    11.110900    10.814900    10.529800    10.255100     9.990140     9.734350     9.487250     9.248390     9.017340     8.793720    -4.244620    -4.197770    -4.174280    -4.135590    -4.082410    -4.015650    -3.929350    -3.818870    -3.681260    -3.509730    -3.301680    -3.054300    -2.767190    -2.444460   -2.092670   -1.720870   -1.345270   -0.984847   -0.660297   -0.393024  -0.201268 -0.023048 -6.409540e-04 -9.836770e-05
