   124.0         X -0.016706 -0.016339 -0.015981 -0.015631 -0.015289  -1346.110000  -1488.860000  -1603.890000  -1694.800000 -1765.340000 -1818.660000 -1857.460000 -1883.990000 -1900.190000 -1907.680000 -1907.860000 -1901.890000 -1890.800000 -1875.420000 -1856.480000  -535.002000  -480.215000  -453.399000  -410.210000  -352.775000  -283.835000  -199.867000  -100.689000    10.075900   129.016000   246.178000   349.545000   425.380000   461.788000  453.656000  404.573000  327.039000  238.353000  154.715000   87.541400  42.229800  4.224560  0.102120  0.014758
   126.0         X -0.016112 -0.015759 -0.015414 -0.015076 -0.014746  -1155.930000  -1295.910000  -1410.540000  -1502.880000 -1576.190000 -1633.290000 -1676.570000 -1708.090000 -1729.600000 -1742.600000 -1748.380000 -1748.030000 -1742.490000 -1732.590000 -1719.010000  -590.499000  -538.567000  -513.094000  -471.987000  -417.163000  -351.100000  -270.220000  -174.024000   -65.573900    52.407700   170.829000   278.411000   361.723000   408.400000  412.096000  374.787000  307.420000  226.470000  148.109000   84.205800  40.726100  4.078930  0.098520  0.014234
   128.0         X -0.015522 -0.015182 -0.014849 -0.014523 -0.014205   -980.717000  -1117.840000  -1231.670000  -1324.820000 -1400.200000 -1460.290000 -1507.270000 -1542.980000 -1569.020000 -1586.790000 -1597.460000 -1602.060000 -1601.480000 -1596.480000 -1587.720000  -636.899000  -587.634000  -563.425000  -524.294000  -471.974000  -408.717000  -330.929000  -237.853000  -132.061000   -15.668300   103.053000   213.578000   302.897000   358.363000  372.605000  346.114000  288.317000  214.789000  141.568000   80.887500  39.226800  3.933690  0.094936  0.013712
   130.0         X -0.014934 -0.014607 -0.014287 -0.013974 -0.013667   -818.861000   -953.112000  -1065.870000  -1159.370000 -1236.230000 -1298.680000 -1348.670000 -1387.890000 -1417.810000 -1439.690000 -1454.630000 -1463.600000 -1467.420000 -1466.810000 -1462.400000  -675.617000  -628.830000  -605.803000  -568.530000  -518.590000  -458.037000  -383.290000  -293.388000  -190.479000   -76.144700    42.114500   154.526000   248.580000   311.517000  335.126000  318.551000  269.742000  203.321000  135.100000   77.590500  37.733400  3.788980  0.091368  0.013193
   132.0         X -0.014351 -0.014036 -0.013728 -0.013427 -0.013133   -669.010000   -800.427000   -911.899000  -1005.400000 -1083.260000 -1147.530000 -1199.980000 -1242.130000 -1275.340000 -1300.770000 -1319.450000 -1332.270000 -1339.990000 -1343.310000 -1342.810000  -707.806000  -663.316000  -641.392000  -605.861000  -558.170000  -500.204000  -428.416000  -341.685000  -241.792000  -129.856000   -12.658700   100.765000   198.463000   267.701000  299.597000  292.087000  251.703000  192.077000  128.711000   74.318000  36.247500  3.644930  0.087822  0.012677
   134.0         X -0.013771 -0.013469 -0.013173 -0.012884 -0.012602   -530.003000   -658.641000   -768.686000   -861.894000  -940.394000 -1006.040000 -1060.460000 -1105.050000 -1141.050000 -1169.550000 -1191.480000 -1207.680000 -1218.870000 -1225.700000 -1228.710000  -734.420000  -692.060000  -671.162000  -637.263000  -591.692000  -536.188000  -467.257000  -383.654000  -286.844000  -177.545000   -61.874700    51.845100   152.254000   226.755000  265.952000  266.708000  234.204000  181.065000  122.407000   71.073000  34.770300  3.501650  0.084298  0.012164
   136.0         X -0.013195 -0.012906 -0.012623 -0.012346 -0.012075   -400.835000   -526.754000   -635.272000   -727.964000  -806.790000  -873.453000  -929.439000  -976.048000 -1014.420000 -1045.540000 -1070.310000 -1089.480000 -1103.750000 -1113.710000 -1119.880000  -756.251000  -715.869000  -695.929000  -663.556000  -619.983000  -566.817000  -500.631000  -420.085000  -326.375000  -219.871000  -106.083000     7.347550   109.671000   188.520000  234.121000  242.393000  217.248000  170.290000  116.193000   67.858400  33.303200  3.359250  0.080800  0.011655
   138.0         X -0.012624 -0.012347 -0.012077 -0.011812 -0.011553   -280.626000   -403.891000   -510.807000   -602.809000  -681.711000  -749.085000  -806.303000  -854.567000  -894.929000  -928.316000  -955.544000  -977.333000  -994.321000 -1007.070000 -1016.090000  -773.965000  -735.424000  -716.379000  -685.438000  -643.744000  -592.797000  -529.238000  -451.662000  -361.032000  -257.418000  -145.780000   -33.111400    70.452000   152.842000  204.030000  219.120000  200.833000  159.759000  110.074000   64.676900  31.847200  3.217840  0.077330  0.011151
   140.0         X -0.012059 -0.011794 -0.011535 -0.011282 -0.011035   -168.601000   -289.274000   -394.540000   -485.714000  -564.486000  -632.319000  -690.483000  -740.094000  -782.129000  -817.448000  -846.812000  -870.895000  -890.293000  -905.536000  -917.095000  -788.127000  -751.304000  -733.096000  -703.498000  -663.577000  -614.730000  -553.682000  -478.977000  -391.380000  -290.706000  -181.410000   -69.884400    34.346900   119.570000  175.607000  196.863000  184.957000  149.475000  104.053000   61.530700  30.403500  3.077500  0.073890  0.010651
   142.0         X -0.011499 -0.011246 -0.011000 -0.010758 -0.010522    -64.074000   -182.216000   -285.798000   -376.037000  -454.513000  -522.593000  -581.462000  -632.156000  -675.585000  -712.552000  -743.766000  -769.858000  -791.386000  -808.848000  -822.691000  -799.216000  -764.001000  -746.579000  -718.242000  -679.992000  -633.137000  -574.484000  -502.544000  -417.914000  -320.191000  -213.375000  -103.295000     1.122740    88.558000  148.776000  175.595000  169.615000  139.440000   98.134600   58.422000  28.973100  2.938330  0.070482  0.010156
   144.0         X -0.010944 -0.010704 -0.010469 -0.010239 -0.010015     33.567200    -82.102000   -183.982000   -273.200000  -351.246000  -419.398000  -478.765000  -530.315000  -574.898000  -613.263000  -646.075000  -673.922000  -697.331000  -716.769000  -732.657000  -807.645000  -773.938000  -757.254000  -730.105000  -693.432000  -648.464000  -592.093000  -522.812000  -441.070000  -346.282000  -242.036000  -133.638000   -29.438600    59.667000  123.465000  155.286000  154.800000  129.658000   92.321200   55.352800  27.557000  2.800420  0.067108  0.009666
   146.0         X -0.010396 -0.010168 -0.009944 -0.009726 -0.009513    124.870000     11.615300    -88.552700   -176.686000  -254.189000  -322.266000  -381.957000  -434.169000  -479.697000  -519.243000  -553.429000  -582.808000  -607.875000  -629.069000  -646.788000  -813.768000  -781.478000  -765.488000  -739.459000  -704.276000  -661.097000  -606.900000  -540.169000  -461.228000  -369.338000  -267.715000  -161.184000   -57.540400    32.763100   99.598500  135.905000  140.506000  120.128000   86.615500   52.325000  26.156000  2.663850  0.063770  0.009181
   148.0         X -0.009854 -0.009637 -0.009426 -0.009219 -0.009016    210.325000     99.428700      0.973122    -86.025400  -162.897000  -230.776000  -290.643000  -343.348000  -389.639000  -430.175000  -465.539000  -496.251000  -522.776000  -545.529000  -564.885000  -817.891000  -786.935000  -771.599000  -746.627000  -712.854000  -671.371000  -619.244000  -554.956000  -478.724000  -389.679000  -290.704000  -186.180000   -83.371200     7.719700   77.106700  117.421000  126.722000  110.852000   81.019600   49.340200  24.771100  2.528690  0.060470  0.008702
   150.0         X -0.009318 -0.009114 -0.008913 -0.008718 -0.008526    290.375000    181.781000     85.032000     -0.794846   -76.960900  -144.540000  -204.456000  -257.511000  -304.407000  -345.765000  -382.133000  -414.001000  -441.806000  -465.941000  -486.760000  -820.279000  -790.580000  -775.862000  -751.888000  -719.449000  -679.576000  -629.419000  -567.470000  -493.852000  -407.589000  -311.263000  -208.848000  -107.106000   -15.583400   55.919600   99.803100  113.441000  101.829000   75.535600   46.400000  23.402900  2.395020  0.057209  0.008229
   152.0         X -0.008790 -0.008597 -0.008408 -0.008223 -0.008043    365.419000    259.073000    164.019000     79.389900     3.988050   -63.204700  -123.062000  -176.342000  -223.706000  -265.739000  -302.957000  -335.823000  -364.750000  -390.108000  -412.231000  -821.162000  -792.650000  -778.517000  -755.487000  -724.311000  -685.965000  -637.685000  -577.972000  -506.872000  -423.320000  -329.627000  -229.393000  -128.907000   -37.259700   35.970100   83.018600  100.650000   93.057000   70.164900   43.505700  22.052300  2.262910  0.053989  0.007762
   154.0         X -0.008268 -0.008086 -0.007909 -0.007735 -0.007565    435.820000    331.667000    238.291000    154.878000    80.287600    13.552700   -46.154700   -99.551200  -147.263000  -189.842000  -227.775000  -261.500000  -291.405000  -317.842000  -341.127000  -820.740000  -793.350000  -779.769000  -757.634000  -727.655000  -690.760000  -644.266000  -586.692000  -518.014000  -437.097000  -346.005000  -248.001000  -148.923000   -57.415800   17.193100   67.036100   88.339100   84.535700   64.908800   40.658700  20.719900  2.132420  0.050811  0.007301
   156.0         X -0.007754 -0.007583 -0.007417 -0.007254 -0.007094    501.906000    399.891000    308.173000    225.988000   152.246000    86.028600    26.549200   -26.871500   -74.826300  -117.837000  -156.365000  -190.823000  -221.580000  -248.967000  -273.286000  -819.188000  -792.860000  -779.802000  -758.513000  -729.671000  -694.153000  -649.362000  -593.831000  -527.482000  -449.119000  -360.589000  -264.840000  -167.292000   -76.152300   -0.473821   51.824300   76.496900   76.262700   59.768300   37.859900  19.406400  2.003610  0.047676  0.006847
   158.0         X -0.007247 -0.007088 -0.006932 -0.006780 -0.006631    563.976000    464.045000    373.962000    293.009000   220.145000   154.495000    95.309700    41.945200    -6.161250   -49.503700   -88.520000  -123.600000  -155.094000  -183.316000  -208.551000  -816.658000  -791.336000  -778.773000  -758.288000  -730.523000  -696.316000  -653.145000  -599.568000  -535.456000  -459.566000  -373.547000  -280.064000  -184.143000   -93.563200  -17.090400   37.352300   65.111400   68.235600   54.744000   35.110600  18.112300  1.876540  0.044587  0.006399
   160.0         X -0.006748 -0.006600 -0.006455 -0.006313 -0.006174    622.303000    524.402000    435.929000    356.208000   284.244000   219.201000   160.367000   107.128000    58.949400    15.362900   -24.047000   -59.650300   -91.778700  -120.731000  -146.777000  -813.284000  -788.915000  -776.822000  -757.098000  -730.357000  -697.396000  -655.770000  -604.059000  -542.095000  -468.596000  -385.034000  -293.813000  -199.591000  -109.737000  -32.713900   23.589800   54.170500   60.451700   49.836600   32.411500  16.838200  1.751280  0.041543  0.005958
   162.0         X -0.006257 -0.006119 -0.005985 -0.005853 -0.005724    677.134000    581.210000    494.321000    415.828000   344.780000   280.378000   221.942000   168.888000   120.707000    76.954400    37.234700     1.196750   -31.474500   -61.062700   -87.824500  -809.182000  -785.716000  -774.069000  -755.069000  -729.301000  -697.525000  -657.371000  -607.446000  -547.542000  -476.352000  -395.187000  -306.213000  -213.746000  -124.756000  -47.398800   10.507100   43.661900   52.907800   45.046200   29.763600  15.584700  1.627860  0.038547  0.005524
   164.0         X -0.005774 -0.005647 -0.005522 -0.005401 -0.005282    728.698000    634.699000    549.365000    472.093000   401.971000   338.237000   280.239000   227.422000   179.300000   135.449000    95.493800    59.100100    25.968500    -4.170830   -31.562100  -804.455000  -781.846000  -770.623000  -752.310000  -727.468000  -696.820000  -658.070000  -609.850000  -551.923000  -482.961000  -404.130000  -317.380000  -226.706000  -138.697000  -61.197100   -1.924700   33.573300   45.600500   40.372900   27.167400  14.352100  1.506330  0.035598  0.005097
   166.0         X -0.005299 -0.005182 -0.005068 -0.004956 -0.004847    777.204000    685.078000    601.269000    525.207000   456.020000   392.974000   335.449000   282.912000   234.902000   191.013000   150.888000   114.209000    80.691200    50.077200    22.134600  -799.192000  -777.398000  -766.577000  -748.918000  -724.955000  -695.383000  -657.972000  -611.382000  -555.352000  -488.539000  -411.977000  -327.420000  -238.565000  -151.633000  -74.158100  -13.733600   23.892300   38.526300   35.816700   24.623700  13.141000  1.386750  0.032699  0.004678
   168.0         X -0.004832 -0.004726 -0.004621 -0.004520 -0.004420    822.843000    732.539000    650.225000    575.362000   507.111000   444.770000   387.746000   335.528000   287.675000   243.801000   203.565000   166.664000   132.826000   101.806000    73.383300  -793.472000  -772.452000  -762.014000  -744.977000  -721.852000  -693.304000  -657.171000  -612.141000  -557.930000  -493.187000  -418.829000  -336.428000  -249.405000  -163.631000  -86.328700  -24.946800   14.606500   31.681500   31.377200   22.132900  11.951700  1.269150  0.029851  0.004265
   170.0         X -0.004374 -0.004277 -0.004183 -0.004091 -0.004001    865.792000    777.260000    696.410000    622.731000   555.416000   493.793000   437.292000   385.425000   337.770000   293.958000   253.663000   216.596000   182.498000   151.134000   122.295000  -787.365000  -767.082000  -757.007000  -740.562000  -718.236000  -690.663000  -655.750000  -612.212000  -559.746000  -496.998000  -424.778000  -344.493000  -259.304000  -174.753000  -97.753300  -35.590500    5.703690   25.061900   27.054100   19.695500  10.784600  1.153570  0.027053  0.003860
   172.0         X -0.003924 -0.003838 -0.003753 -0.003670 -0.003589    906.212000    819.405000    739.987000    667.475000   601.095000   540.199000   484.240000   432.752000   385.329000   341.619000   301.311000   264.128000   229.823000   198.173000   168.975000  -780.932000  -761.349000  -751.621000  -735.740000  -714.174000  -687.534000  -653.786000  -611.674000  -560.882000  -500.055000  -429.906000  -351.693000  -268.336000  -185.059000 -108.474000  -45.690100   -2.828210   18.663600   22.846800   17.311900   9.639990  1.040050  0.024306  0.003463
   174.0         X -0.003483 -0.003406 -0.003331 -0.003258 -0.003186    944.254000    859.123000    781.106000    709.745000   644.294000   584.130000   528.729000   477.643000   430.482000   386.911000   346.631000   309.377000   274.913000   243.026000   213.523000  -774.227000  -755.311000  -745.914000  -730.569000  -709.729000  -683.977000  -651.343000  -610.597000  -561.411000  -502.432000  -434.290000  -358.101000  -276.564000  -194.602000 -118.530000  -55.270000  -11.001100   12.482400   18.754500   14.982400   8.518200  0.928623  0.021612  0.003074
   176.0         X -0.003051 -0.002984 -0.002918 -0.002853 -0.002790    980.056000    896.555000    819.908000    749.679000   685.150000   625.722000   570.890000   520.225000   473.353000   429.952000   389.735000   352.451000   317.871000   285.794000   256.033000  -767.297000  -749.017000  -739.935000  -725.102000  -704.954000  -680.051000  -648.481000  -609.042000  -561.396000  -504.198000  -437.997000  -363.785000  -284.051000  -203.434000 -127.959000  -64.353600  -18.826900    6.514000   14.776600   12.707100   7.419470  0.819318  0.018972  0.002692
   178.0         X -0.002628 -0.002570 -0.002513 -0.002457 -0.002403   1013.750000    931.830000    856.521000    787.405000   723.789000   665.098000   610.845000   560.617000   514.056000   470.852000   430.731000   393.451000   358.795000   326.568000   296.594000  -760.184000  -742.511000  -733.728000  -719.385000  -699.898000  -675.805000  -645.252000  -607.065000  -560.898000  -505.414000  -441.090000  -368.803000  -290.851000  -211.602000 -136.797000  -72.963400  -26.316800    0.754039   10.912200   10.486200   6.344040  0.712164  0.016384  0.002318
   180.0         X -0.002213 -0.002164 -0.002116 -0.002069 -0.002024   1045.440000    965.068000    891.065000    823.042000   760.331000   702.375000   648.707000   598.930000   552.699000   509.716000   469.719000   432.476000   397.778000   365.439000   335.289000  -752.926000  -735.831000  -727.335000  -713.458000  -694.602000  -671.285000  -641.704000  -604.717000  -559.968000  -506.133000  -443.624000  -373.213000  -297.018000  -219.149000 -145.077000  -81.120900  -33.482300   -4.801840    7.160100    8.319940   5.292110  0.607186  0.013851  0.001952
   182.0         X -0.001808 -0.001768 -0.001729 -0.001690 -0.001653   1075.260000    996.379000    923.652000    856.701000   794.883000   737.660000   684.582000   635.266000   589.381000   546.640000   506.792000   469.614000   434.905000   402.488000   372.199000  -745.555000  -729.012000  -720.790000  -707.359000  -689.105000  -666.529000  -637.880000  -602.041000  -558.653000  -506.406000  -445.651000  -377.065000  -302.597000  -226.117000 -152.831000  -88.846800  -40.334400  -10.158000    3.519390    6.208190   4.263840  0.504406  0.011373  0.001594
   184.0         X -0.001412 -0.001380 -0.001350 -0.001319 -0.001290   1103.290000   1025.870000    954.384000    888.487000   827.549000   771.055000   718.569000   669.723000   624.197000   581.717000   542.040000   504.951000   470.260000   437.794000   407.398000  -738.099000  -722.084000  -714.123000  -701.118000  -683.441000  -661.573000  -633.816000  -599.077000  -556.997000  -506.277000  -447.217000  -380.405000  -307.634000  -232.544000 -160.087000  -96.160800  -46.883600  -15.318900   -0.011115    4.150980   3.259380  0.403845  0.008949  0.001244
   186.0         X -0.001025 -0.001002 -0.000979 -0.000957 -0.000936   1129.630000   1053.630000    983.360000    918.493000   858.424000   802.653000   750.761000   702.390000   657.235000   615.031000   575.544000   538.567000   503.919000   471.432000   440.958000  -730.585000  -715.074000  -707.363000  -694.765000  -677.639000  -656.449000  -629.546000  -595.863000  -555.038000  -505.788000  -448.365000  -383.275000  -312.168000  -238.466000 -166.875000 -103.082000  -53.140500  -20.288900   -3.432640    2.148240   2.278860  0.305521  0.006581  0.000902
   188.0         X -0.000647 -0.000632 -0.000618 -0.000604 -0.000590   1154.380000   1079.750000   1010.670000    946.812000   887.598000   832.543000   781.243000   733.353000   688.579000   646.663000   607.382000   570.539000   535.955000   503.472000   472.947000  -723.035000  -708.005000  -700.533000  -688.325000  -671.727000  -651.186000  -625.101000  -592.430000  -552.810000  -504.976000  -449.133000  -385.715000  -316.237000  -243.916000 -173.220000 -109.628000  -59.115200  -25.072500   -6.746470    0.199831   1.322350  0.209449  0.004269  0.000568
   190.0         X -0.000278 -0.000272 -0.000265 -0.000259 -0.000253   1177.610000   1104.320000   1036.390000    973.525000   915.153000   860.807000   810.098000   762.692000   718.304000   676.689000   637.630000   600.936000   566.437000   533.981000   503.429000  -715.468000  -700.900000  -693.656000  -681.821000  -665.727000  -645.809000  -620.507000  -588.807000  -550.345000  -503.872000  -449.556000  -387.760000  -319.875000  -248.924000 -179.148000 -115.816000  -64.817400  -29.673900   -9.953920   -1.694420   0.389930  0.115643  0.002012  0.000242
   192.0         X  0.000081  0.000080  0.000079  0.000078  0.000076   1199.400000   1127.410000   1060.610000    998.712000   941.167000   887.522000   837.400000   790.480000   746.486000   705.180000   666.355000   629.827000   595.430000   563.020000   532.463000  -707.903000  -693.775000  -686.751000  -675.272000  -659.662000  -640.339000  -615.789000  -585.021000  -547.671000  -502.509000  -449.666000  -389.443000  -323.114000  -253.519000 -184.681000 -121.663000  -70.256800  -34.097400  -13.056400   -3.534720  -0.518360  0.024113 -0.000189 -0.000075
   194.0         X  0.000431  0.000423  0.000414  0.000405  0.000397   1219.830000   1149.100000   1083.400000   1022.450000   965.713000   912.761000   863.222000   816.788000   773.192000   732.204000   693.624000   657.274000   622.997000   590.651000   560.108000  -700.354000  -686.649000  -679.834000  -668.697000  -653.550000  -634.798000  -610.969000  -581.095000  -544.814000  -500.914000  -449.492000  -390.794000  -325.983000  -257.729000 -189.841000 -127.184000  -75.442400  -38.347400  -16.055300   -5.321340  -1.402500 -0.065131 -0.002333 -0.000384
   196.0         X  0.000772  0.000756  0.000740  0.000724  0.000709   1238.950000   1169.450000   1104.820000   1044.800000   988.860000   936.590000   887.631000   841.682000   798.487000   757.823000   719.497000   683.338000   649.194000   616.928000   586.418000  -692.834000  -679.534000  -672.920000  -662.110000  -647.408000  -629.203000  -606.065000  -577.049000  -541.796000  -499.110000  -449.060000  -391.840000  -328.510000  -261.577000 -194.649000 -132.394000  -80.383300  -42.428100  -18.952100   -7.054580  -2.262490 -0.152084 -0.004421 -0.000686
   198.0         X  0.001104  0.001080  0.001057  0.001034  0.001012   1256.830000   1188.530000   1124.940000   1065.820000  1010.670000   959.075000   910.689000   865.224000   822.432000   782.098000   744.034000   708.076000   674.078000   641.907000   611.444000  -685.357000  -672.444000  -666.022000  -655.527000  -641.250000  -623.571000  -601.096000  -572.904000  -538.638000  -497.122000  -448.396000  -392.606000  -330.720000  -265.087000 -199.125000 -137.307000  -85.088000  -46.343700  -21.748200   -8.734780  -3.098360 -0.236741 -0.006453 -0.000979
   200.0         X  0.001426  0.001396  0.001366  0.001336  0.001307   1273.540000   1206.400000   1143.830000   1085.590000  1031.210000   980.274000   932.455000   887.472000   845.084000   805.083000   767.289000   731.542000   697.700000   665.636000   635.237000  -677.932000  -665.390000  -659.153000  -648.958000  -635.090000  -617.915000  -596.076000  -568.676000  -535.359000  -494.970000  -447.521000  -393.117000  -332.635000  -268.281000 -203.287000 -141.937000  -89.564900  -50.098100  -24.445300  -10.362300  -3.910150 -0.319099 -0.008429 -0.001263
   202.0         X  0.001740  0.001702  0.001665  0.001629  0.001594   1289.120000   1223.100000   1161.530000   1104.160000  1050.530000  1000.240000   952.986000   908.482000   866.498000   826.834000   789.314000   753.785000   720.109000   688.165000   657.842000  -670.567000  -658.382000  -652.322000  -642.416000  -628.940000  -612.247000  -591.020000  -564.381000  -531.977000  -492.671000  -446.456000  -393.392000  -334.278000  -271.178000 -207.152000 -146.296000  -93.822000  -53.695600  -27.044800  -11.937600  -4.697920 -0.399158 -0.010348 -0.001540
   204.0         X  0.002043  0.001999  0.001956  0.001913  0.001872   1303.630000   1238.710000   1178.100000   1121.580000  1068.680000  1019.040000   972.334000   928.305000   886.725000   847.399000   810.158000   774.854000   741.354000   709.539000   679.304000  -663.272000  -651.429000  -645.538000  -635.909000  -622.809000  -606.581000  -585.941000  -560.032000  -528.506000  -490.244000  -445.218000  -393.452000  -335.667000  -273.798000 -210.735000 -150.396000  -97.866900  -57.140000  -29.548200  -13.461000  -5.461760 -0.476918 -0.012212 -0.001808
   206.0         X  0.002338  0.002287  0.002238  0.002189  0.002142   1317.110000   1253.260000   1193.590000   1137.890000  1085.720000  1036.710000   990.548000   946.990000   905.812000   866.826000   829.869000   794.795000   761.477000   729.801000   699.665000  -656.052000  -644.537000  -638.809000  -629.446000  -616.707000  -600.924000  -580.848000  -555.642000  -524.960000  -487.704000  -443.825000  -393.315000  -336.822000  -276.157000 -214.053000 -154.250000 -101.707000  -60.435200  -31.957200  -14.933000  -6.201760 -0.552384 -0.014019 -0.002069
   208.0         X  0.002624  0.002567  0.002511  0.002456  0.002403   1329.610000   1266.800000   1208.050000   1153.150000  1101.690000  1053.290000  1007.680000   964.583000   923.806000   885.161000   848.489000   813.650000   780.522000   748.993000   718.965000  -648.914000  -637.714000  -632.142000  -623.034000  -610.642000  -595.287000  -575.752000  -551.221000  -521.351000  -485.064000  -442.292000  -392.996000  -337.758000  -278.273000 -217.118000 -157.868000 -105.350000  -63.585000  -34.273300  -16.354200  -6.918050 -0.625561 -0.015770 -0.002321
   210.0         X  0.002900  0.002837  0.002775  0.002715  0.002656   1341.170000   1279.370000   1221.510000   1167.410000  1116.630000  1068.850000  1023.760000   981.129000   940.750000   902.445000   866.061000   831.462000   798.528000   767.154000   737.242000  -641.862000  -630.964000  -625.543000  -616.680000  -604.620000  -589.676000  -570.662000  -546.780000  -517.692000  -482.337000  -440.633000  -392.512000  -338.492000  -280.160000 -219.946000 -161.260000 -108.802000  -66.593300  -36.498200  -17.725100  -7.610750 -0.696454 -0.017466 -0.002565
   212.0         X  0.003167  0.003098  0.003031  0.002965  0.002900   1351.840000   1291.020000   1234.030000   1180.700000  1130.600000  1083.410000  1038.840000   996.668000   956.684000   918.719000   882.624000   848.268000   815.534000   784.320000   754.532000  -634.901000  -624.293000  -619.016000  -610.388000  -598.648000  -584.100000  -565.586000  -542.328000  -513.992000  -479.534000  -438.861000  -391.875000  -339.038000  -281.832000 -222.547000 -164.437000 -112.071000  -69.463600  -38.633400  -19.046100  -8.280020 -0.765073 -0.019106 -0.002801
   214.0         X  0.003426  0.003351  0.003278  0.003206  0.003136   1361.650000   1301.780000   1245.640000   1193.060000  1143.620000  1097.020000  1052.960000  1011.240000   971.648000   934.022000   898.216000   864.105000   831.576000   800.528000   770.872000  -628.034000  -617.704000  -612.566000  -604.165000  -592.732000  -578.563000  -560.530000  -537.872000  -510.259000  -476.667000  -436.987000  -391.099000  -339.410000  -283.302000 -224.935000 -167.407000 -115.161000  -72.199600  -40.680500  -20.317900  -8.926030 -0.831428 -0.020692 -0.003029
   216.0         X  0.003675  0.003595  0.003516  0.003440  0.003365   1370.630000   1311.690000   1256.380000   1204.520000  1155.740000  1109.710000  1066.160000  1024.880000   985.677000   948.388000   912.874000   879.010000   846.688000   815.811000   786.292000  -621.263000  -611.202000  -606.196000  -598.012000  -586.875000  -573.071000  -555.500000  -533.420000  -506.504000  -473.745000  -435.023000  -390.196000  -339.620000  -284.583000 -227.120000 -170.180000 -118.081000  -74.804600  -42.641100  -21.541000  -9.548950 -0.895531 -0.022223 -0.003249
   218.0         X  0.003915  0.003830  0.003746  0.003664  0.003584   1378.830000   1320.790000   1266.280000   1215.140000  1166.990000  1121.520000  1078.470000  1037.630000   998.808000   961.854000   926.629000   893.014000   860.903000   830.201000   800.825000  -614.592000  -604.788000  -599.910000  -591.935000  -581.081000  -567.628000  -550.503000  -528.978000  -502.731000  -470.775000  -432.977000  -389.176000  -339.678000  -285.686000 -229.112000 -172.765000 -120.835000  -77.282300  -44.516800  -22.716000 -10.149000 -0.957394 -0.023699 -0.003461
   220.0         X  0.004147  0.004056  0.003968  0.003881  0.003796   1386.260000   1329.100000   1275.380000   1224.930000  1177.400000  1132.480000  1089.920000  1049.510000  1011.070000   974.451000   939.516000   906.151000   874.252000   843.730000   814.501000  -608.022000  -598.465000  -593.710000  -585.936000  -575.355000  -562.239000  -545.541000  -524.550000  -498.949000  -467.766000  -430.860000  -388.049000  -339.597000  -286.622000 -230.922000 -175.168000 -123.429000  -79.635900  -46.309300  -23.843600 -10.726300 -1.017030 -0.025121 -0.003666
   222.0         X  0.004369  0.004274  0.004181  0.004089  0.004000   1392.970000   1336.660000   1283.700000   1233.930000  1187.010000  1142.630000  1100.550000  1060.560000  1022.500000   986.211000   951.565000   918.449000   886.766000   856.425000   827.349000  -601.554000  -592.235000  -587.598000  -580.017000  -569.699000  -556.907000  -540.620000  -520.144000  -495.163000  -464.725000  -428.678000  -386.825000  -339.385000  -287.400000 -232.558000 -177.399000 -125.869000  -81.868600  -48.020200  -24.924400 -11.281200 -1.074460 -0.026490 -0.003862
   224.0         X  0.004583  0.004483  0.004385  0.004290  0.004196   1398.980000   1343.500000   1291.280000   1242.180000  1195.840000  1151.990000  1110.380000  1070.820000  1033.130000   997.163000   962.804000   929.939000   898.472000   868.317000   839.396000  -595.190000  -586.099000  -581.576000  -574.181000  -564.114000  -551.634000  -535.743000  -515.761000  -491.378000  -461.657000  -426.439000  -385.510000  -339.051000  -288.030000 -234.029000 -179.463000 -128.160000  -83.983800  -49.650900  -25.959100 -11.813900 -1.129700 -0.027806 -0.004051
   226.0         X  0.004789  0.004684  0.004582  0.004482  0.004384   1404.310000   1349.630000   1298.140000   1249.690000  1203.930000  1160.600000  1119.450000  1080.300000  1042.970000  1007.340000   973.263000   940.648000   909.398000   879.430000   850.668000  -588.929000  -580.058000  -575.645000  -568.428000  -558.604000  -546.424000  -530.913000  -511.407000  -487.599000  -458.569000  -424.150000  -384.114000  -338.605000  -288.520000 -235.344000 -181.369000 -130.307000  -85.984400  -51.203200  -26.948300 -12.324500 -1.182770 -0.029069 -0.004233
   228.0         X  0.004986  0.004877  0.004770  0.004666  0.004564   1408.990000   1355.100000   1304.310000   1256.490000  1211.300000  1168.480000  1127.780000  1089.040000  1052.070000  1016.760000   982.967000   950.602000   919.570000   889.791000   861.191000  -582.773000  -574.113000  -569.805000  -562.759000  -553.168000  -541.277000  -526.133000  -507.084000  -483.831000  -455.466000  -421.817000  -382.643000  -338.053000  -288.878000 -236.509000 -183.122000 -132.314000  -87.873600  -52.678500  -27.892700 -12.813400 -1.233690 -0.030280 -0.004407
   230.0         X  0.005174  0.005061  0.004950  0.004842  0.004736   1413.050000   1359.920000   1309.820000   1262.620000  1217.980000  1175.650000  1135.400000  1097.060000  1060.450000  1025.450000   991.941000   959.826000   929.013000   899.424000   870.988000  -576.721000  -568.264000  -564.057000  -557.176000  -547.810000  -536.196000  -521.404000  -502.796000  -480.075000  -452.351000  -419.446000  -381.103000  -337.403000  -289.112000 -237.533000 -184.729000 -134.188000  -89.654400  -54.078500  -28.793000 -13.280900 -1.282470 -0.031440 -0.004573
