   254.0         Y -3.663380e-03 -3.582140e-03 -3.502710e-03 -3.425050e-03 -3.349110e-03   -896.801000   -869.583000  -843.457000  -818.452000  -794.476000  -771.449000  -749.303000  -727.980000  -707.428000  -687.602000  -668.462000  -649.970000  -632.095000  -614.806000  -598.076000   318.043000   314.455000   312.659000   309.706000   305.657000   300.587000   294.053000   285.709000   275.338000   262.415000   246.709000   227.930000   205.926000   180.883000  153.236000  123.776000   94.089800   66.150100  41.994100  23.327400  11.014600  1.029560  2.295550e-02  3.230170e-03
   256.0         Y -3.623040e-03 -3.542720e-03 -3.464180e-03 -3.387390e-03 -3.312300e-03   -880.950000   -854.006000  -828.176000  -803.483000  -779.827000  -757.127000  -735.311000  -714.319000  -694.098000  -674.601000  -655.786000  -637.616000  -620.058000  -603.081000  -586.657000   313.320000   309.721000   307.920000   304.962000   300.907000   295.836000   289.307000   280.983000   270.655000   257.812000   242.241000   223.667000   201.962000   177.317000  150.168000  121.287000   92.216100   64.866700  41.214200  22.919900  10.836000  1.015600  2.269080e-02  3.194720e-03
   258.0         Y -3.582790e-03 -3.503380e-03 -3.425730e-03 -3.349810e-03 -3.275570e-03   -865.234000   -838.579000  -813.056000  -788.682000  -765.353000  -742.984000  -721.501000  -700.843000  -680.953000  -661.784000  -643.294000  -625.444000  -608.201000  -591.533000  -575.413000   308.554000   304.950000   303.147000   300.188000   296.134000   291.069000   284.554000   276.260000   265.985000   253.234000   237.807000   219.450000   198.048000   173.805000  147.150000  118.841000   90.375500   63.605300  40.446800  22.518000  10.659400  1.001740  2.242690e-02  3.159360e-03
   260.0         Y -3.542650e-03 -3.464140e-03 -3.387380e-03 -3.312330e-03 -3.238940e-03   -849.668000   -823.314000  -798.108000  -774.060000  -751.063000  -729.028000  -707.881000  -687.556000  -667.998000  -649.157000  -630.990000  -613.459000  -596.528000  -580.167000  -564.347000   303.759000   300.154000   298.353000   295.396000   291.349000   286.295000   279.803000   271.548000   261.336000   248.687000   233.415000   215.281000   194.189000   170.347000  144.185000  116.440000   88.568300   62.366100  39.691800  22.121900  10.485000  0.987984  2.216400e-02  3.124080e-03
   262.0         Y -3.502630e-03 -3.425030e-03 -3.349160e-03 -3.274970e-03 -3.202430e-03   -834.265000   -808.223000  -783.342000  -759.626000  -736.965000  -715.268000  -694.457000  -674.466000  -655.239000  -636.724000  -618.879000  -601.663000  -585.043000  -568.985000  -553.462000   298.944000   295.344000   293.546000   290.596000   286.560000   281.525000   275.062000   266.853000   256.714000   244.176000   229.067000   211.165000   190.385000   166.946000  141.271000  114.082000   86.794400   61.149000  38.949400  21.731700  10.312700  0.974333  2.190230e-02  3.088920e-03
   264.0         Y -3.462770e-03 -3.386070e-03 -3.311080e-03 -3.237750e-03 -3.166050e-03   -819.037000   -793.316000  -768.767000  -745.388000  -723.066000  -701.707000  -681.234000  -661.577000  -642.679000  -624.490000  -606.964000  -590.061000  -573.747000  -557.990000  -542.761000   294.121000   290.531000   288.738000   285.798000   281.778000   276.766000   270.338000   262.184000   252.126000   239.706000   224.768000   207.102000   186.639000   163.602000  138.410000  111.769000   85.053900   59.954000  38.219500  21.347300  10.142700  0.960794  2.164170e-02  3.053880e-03
   266.0         Y -3.423070e-03 -3.347270e-03 -3.273150e-03 -3.200680e-03 -3.129820e-03   -803.994000   -778.603000  -754.391000  -731.353000  -709.372000  -688.353000  -668.216000  -648.893000  -630.323000  -612.456000  -595.246000  -578.654000  -562.644000  -547.184000  -532.244000   289.299000   285.722000   283.937000   281.010000   277.010000   272.026000   265.640000   257.546000   247.575000   235.282000   220.521000   203.097000   182.953000   160.315000  135.602000  109.500000   83.346800   58.781200  37.502100  20.968900   9.974960  0.947372  2.138240e-02  3.018990e-03
   268.0         Y -3.383550e-03 -3.308650e-03 -3.235400e-03 -3.163790e-03 -3.093760e-03   -789.145000   -764.090000  -740.221000  -717.525000  -695.887000  -675.209000  -655.408000  -636.416000  -618.172000  -600.625000  -583.729000  -567.444000  -551.734000  -536.567000  -521.913000   284.486000   280.926000   279.150000   276.239000   272.263000   267.311000   260.972000   252.945000   243.068000   230.908000   216.329000   199.151000   179.327000   157.088000  132.847000  107.275000   81.672900   57.630400  36.797400  20.596400   9.809480  0.934070  2.112460e-02  2.984250e-03
   270.0         Y -3.344240e-03 -3.270220e-03 -3.197840e-03 -3.127070e-03 -3.057870e-03   -774.497000   -749.784000  -726.261000  -703.911000  -682.616000  -662.278000  -642.812000  -624.150000  -606.230000  -589.000000  -572.414000  -556.432000  -541.018000  -526.140000  -511.769000   279.690000   276.151000   274.385000   271.493000   267.543000   262.628000   256.340000   248.385000   238.608000   226.586000   212.195000   195.266000   175.763000   153.919000  130.145000  105.094000   80.032000   56.501500  36.105200  20.229800   9.646300  0.920894  2.086830e-02  2.949690e-03
   272.0         Y -3.305130e-03 -3.232000e-03 -3.160480e-03 -3.090560e-03 -3.022180e-03   -760.059000   -735.692000  -712.517000  -690.514000  -669.563000  -649.563000  -630.431000  -612.095000  -594.496000  -577.580000  -561.301000  -545.618000  -530.497000  -515.903000  -501.810000   274.918000   271.402000   269.649000   266.777000   262.858000   257.983000   251.750000   243.872000   234.199000   222.320000   208.121000   191.443000   172.260000   150.810000  127.496000  102.957000   78.423900   55.394500  35.425500  19.869300   9.485450  0.907845  2.061360e-02  2.915310e-03
   274.0         Y -3.266250e-03 -3.194000e-03 -3.123340e-03 -3.054250e-03 -2.986700e-03   -745.834000   -721.817000  -698.993000  -677.337000  -656.729000  -637.066000  -618.265000  -600.254000  -582.972000  -566.366000  -550.390000  -535.003000  -520.170000  -505.857000  -492.038000   270.177000   266.686000   264.947000   262.098000   258.211000   253.380000   247.206000   239.409000   229.845000   218.113000   204.108000   187.684000   168.821000   147.761000  124.900000  100.864000   76.848400   54.309100  34.758200  19.514600   9.326920  0.894927  2.036060e-02  2.881130e-03
   276.0         Y -3.227610e-03 -3.156230e-03 -3.086430e-03 -3.018170e-03 -2.951430e-03   -731.828000   -708.164000  -685.691000  -664.383000  -644.115000  -624.788000  -606.316000  -588.626000  -571.659000  -555.359000  -539.682000  -524.587000  -510.037000  -496.001000  -482.450000   265.471000   262.009000   260.284000   257.460000   253.609000   248.823000   242.711000   234.999000   225.547000   213.966000   200.159000   183.989000   165.445000   144.770000  122.356000   98.813100   75.305100   53.245200  34.103200  19.166000   9.170720  0.882142  2.010940e-02  2.847160e-03
   278.0         Y -3.189230e-03 -3.118710e-03 -3.049750e-03 -2.982320e-03 -2.916390e-03   -718.045000   -694.735000  -672.614000  -651.652000  -631.725000  -612.731000  -594.584000  -577.213000  -560.555000  -544.559000  -529.176000  -514.368000  -500.098000  -486.334000  -473.048000   260.806000   257.374000   255.665000   252.867000   249.053000   244.316000   238.270000   230.645000   221.309000   209.882000   196.274000   180.359000   162.133000   141.839000  119.865000   96.805300   73.793600   52.202500  33.460500  18.823200   9.016870  0.869494  1.986000e-02  2.813400e-03
   280.0         Y -3.151100e-03 -3.081440e-03 -3.013320e-03 -2.946710e-03 -2.881580e-03   -704.487000   -681.533000  -659.764000  -639.146000  -619.557000  -600.893000  -583.069000  -566.012000  -549.661000  -533.963000  -518.872000  -504.346000  -490.351000  -476.854000  -463.828000   256.186000   252.787000   251.095000   248.325000   244.550000   239.863000   233.885000   226.351000   217.133000   205.862000   192.455000   176.795000   158.884000   138.967000  117.425000   94.839800   72.313700   51.180800  32.830000  18.486400   8.865360  0.856983  1.961250e-02  2.779880e-03
   282.0         Y -3.113240e-03 -3.044430e-03 -2.977150e-03 -2.911350e-03 -2.847020e-03   -691.157000   -668.559000  -647.140000  -626.866000  -607.612000  -589.276000  -571.771000  -555.025000  -538.976000  -523.572000  -508.767000  -494.520000  -480.795000  -467.561000  -454.790000   251.615000   248.251000   246.576000   243.835000   240.101000   235.467000   229.558000   222.117000   213.020000   201.907000   188.702000   173.296000   155.698000   136.153000  115.037000   92.916000   70.865000   50.179800  32.211400  18.155400   8.716180  0.844613  1.936690e-02  2.746580e-03
   284.0         Y -3.075650e-03 -3.007690e-03 -2.941240e-03 -2.876260e-03 -2.812710e-03   -678.056000   -655.813000  -634.744000  -614.811000  -595.890000  -577.877000  -560.688000  -544.248000  -528.498000  -513.384000  -498.860000  -484.887000  -471.428000  -458.452000  -445.932000   247.097000   243.769000   242.112000   239.401000   235.709000   231.129000   225.293000   217.946000   208.972000   198.018000   185.015000   169.863000   152.576000   133.397000  112.699000   91.033400   69.446800   49.199300  31.604800  17.830200   8.569340  0.832383  1.912340e-02  2.713530e-03
   286.0         Y -3.038360e-03 -2.971240e-03 -2.905600e-03 -2.841420e-03 -2.778660e-03   -665.185000   -643.297000  -622.576000  -602.982000  -584.390000  -566.697000  -549.819000  -533.682000  -518.226000  -503.397000  -489.151000  -475.446000  -462.248000  -449.527000  -437.253000   242.635000   239.343000   237.705000   235.026000   231.377000   226.853000   221.090000   213.840000   204.989000   194.196000   181.396000   166.496000   149.516000   130.699000  110.411000   89.191300   68.059000   48.239000  31.009900  17.510800   8.424810  0.820296  1.888190e-02  2.680730e-03
   288.0         Y -3.001360e-03 -2.935070e-03 -2.870250e-03 -2.806870e-03 -2.744880e-03   -652.545000   -631.011000  -610.635000  -591.376000  -573.110000  -555.734000  -539.163000  -523.325000  -508.158000  -493.610000  -479.636000  -466.195000  -453.254000  -440.781000  -428.749000   238.231000   234.977000   233.358000   230.711000   227.107000   222.640000   216.951000   209.799000   201.073000   190.441000   177.844000   163.195000   146.518000   128.058000  108.172000   87.389200   66.700800   47.298600  30.426600  17.197100   8.282600  0.808352  1.864260e-02  2.648180e-03
   290.0         Y -2.964660e-03 -2.899200e-03 -2.835180e-03 -2.772590e-03 -2.711380e-03   -640.135000   -618.952000  -598.919000  -579.993000  -562.049000  -544.986000  -528.718000  -513.174000  -498.291000  -484.020000  -470.313000  -457.133000  -444.443000  -432.214000  -420.419000   233.887000   230.672000   229.073000   226.459000   222.901000   218.491000   212.878000   205.825000   197.225000   186.754000   174.359000   159.958000   143.582000   125.472000  105.982000   85.626500   65.372000   46.377800  29.854800  16.889000   8.142690  0.796552  1.840530e-02  2.615900e-03
   292.0         Y -2.928260e-03 -2.863620e-03 -2.800410e-03 -2.738590e-03 -2.678150e-03   -627.955000   -607.122000  -587.428000  -568.831000  -551.206000  -534.451000  -518.482000  -503.226000  -488.625000  -474.624000  -461.181000  -448.255000  -435.813000  -423.824000  -412.260000   229.605000   226.431000   224.852000   222.271000   218.759000   214.407000   208.871000   201.917000   193.444000   183.134000   170.940000   156.787000   140.707000   122.942000  103.840000   83.902400   64.071900   45.476200  29.294300  16.586500   8.005060  0.784898  1.817030e-02  2.583890e-03
   294.0         Y -2.892180e-03 -2.828350e-03 -2.765930e-03 -2.704890e-03 -2.645200e-03   -616.004000   -595.517000  -576.160000  -557.888000  -540.578000  -524.127000  -508.452000  -493.481000  -479.155000  -465.421000  -452.236000  -439.561000  -427.361000  -415.606000  -404.270000   225.388000   222.254000   220.695000   218.148000   214.683000   210.391000   204.932000   198.078000   189.732000   179.583000   167.589000   153.680000   137.893000   120.467000  101.745000   82.216300   62.800100   44.593600  28.744900  16.289600   7.869700  0.773388  1.793740e-02  2.552140e-03
   296.0         Y -2.856410e-03 -2.793380e-03 -2.731750e-03 -2.671480e-03 -2.612540e-03   -604.281000   -584.137000  -565.113000  -547.163000  -530.162000  -514.011000  -498.626000  -483.935000  -469.879000  -456.408000  -443.476000  -431.046000  -419.084000  -407.560000  -396.447000   221.235000   218.143000   216.605000   214.092000   210.674000   206.441000   201.060000   194.307000   186.087000   176.099000   164.304000   150.637000   135.138000   118.046000   99.695600   80.567600   61.556100   43.729700  28.206500  15.998200   7.736580  0.762023  1.770680e-02  2.520670e-03
   298.0         Y -2.820970e-03 -2.758730e-03 -2.697880e-03 -2.638370e-03 -2.580170e-03   -592.783000   -572.980000  -554.285000  -536.652000  -519.957000  -504.101000  -489.001000  -474.585000  -460.796000  -447.581000  -434.898000  -422.709000  -410.980000  -399.682000  -388.788000   217.149000   214.098000   212.581000   210.102000   206.732000   202.559000   197.256000   190.604000   182.510000   172.682000   161.084000   147.656000   132.442000   115.677000   97.692000   78.955400   60.339300   42.884000  27.678800  15.712100   7.605680  0.750804  1.747840e-02  2.489490e-03
   300.0         Y -2.785840e-03 -2.724400e-03 -2.664320e-03 -2.605560e-03 -2.548100e-03   -581.509000   -562.043000  -543.673000  -526.353000  -509.960000  -494.394000  -479.574000  -465.429000  -451.901000  -438.939000  -426.500000  -414.547000  -403.046000  -391.969000  -381.289000   213.129000   210.120000   208.624000   206.181000   202.858000   198.746000   193.521000   186.969000   179.002000   169.332000   157.930000   144.738000   129.804000   113.360000   95.733000   77.379200   59.149200   42.056300  27.161800  15.431300   7.476990  0.739731  1.725220e-02  2.458580e-03
   302.0         Y -2.751050e-03 -2.690390e-03 -2.631070e-03 -2.573060e-03 -2.516330e-03   -570.456000   -551.323000  -533.275000  -516.263000  -500.167000  -484.888000  -470.343000  -456.463000  -443.191000  -430.477000  -418.278000  -406.556000  -395.280000  -384.419000  -373.949000   209.177000   206.210000   204.736000   202.327000   199.052000   195.000000   189.853000   183.402000   175.560000   166.049000   154.840000   141.882000   127.223000   111.095000   93.817800   75.838200   57.985400   41.246300  26.655200  15.155800   7.350490  0.728802  1.702840e-02  2.427960e-03
   304.0         Y -2.716580e-03 -2.656690e-03 -2.598130e-03 -2.540860e-03 -2.484850e-03   -559.623000   -540.819000  -523.088000  -506.380000  -490.576000  -475.578000  -461.303000  -447.685000  -434.665000  -422.194000  -410.229000  -398.735000  -387.677000  -377.029000  -366.764000   205.293000   202.369000   200.915000   198.541000   195.315000   191.323000   186.254000   179.902000   172.186000   162.831000   151.813000   139.085000   124.698000   108.880000   91.945400   74.331600   56.847200   40.453500  26.158800  14.885500   7.226130  0.718018  1.680680e-02  2.397630e-03
   306.0         Y -2.682450e-03 -2.623330e-03 -2.565510e-03 -2.508970e-03 -2.453680e-03   -549.006000   -530.527000  -513.108000  -496.700000  -481.184000  -466.462000  -452.453000  -439.091000  -426.318000  -414.085000  -402.351000  -391.078000  -380.236000  -369.795000  -359.732000   201.477000   198.595000   197.163000   194.824000   191.645000   187.714000   182.722000   176.470000   168.878000   159.678000   148.850000   136.349000   122.228000   106.714000   90.115100   72.858900   55.734100   39.677700  25.672500  14.620200   7.103910  0.707378  1.658760e-02  2.367600e-03
   308.0         Y -2.648650e-03 -2.590280e-03 -2.533210e-03 -2.477400e-03 -2.422810e-03   -538.603000   -520.444000  -503.334000  -487.221000  -471.987000  -457.537000  -443.789000  -430.679000  -418.148000  -406.149000  -394.640000  -383.585000  -372.953000  -362.716000  -352.849000   197.729000   194.889000   193.478000   191.174000   188.043000   184.172000   179.258000   173.105000   165.636000   156.590000   145.948000   133.671000   119.812000   104.596000   88.325900   71.419200   54.645600   38.918500  25.196100  14.360000   6.983800  0.696881  1.637060e-02  2.337850e-03
   310.0         Y -2.615180e-03 -2.557570e-03 -2.501230e-03 -2.446130e-03 -2.392250e-03   -528.410000   -510.568000  -493.761000  -477.938000  -462.982000  -448.799000  -435.308000  -422.444000  -410.151000  -398.381000  -387.093000  -376.251000  -365.825000  -355.787000  -346.113000   194.049000   191.252000   189.862000   187.592000   184.509000   180.698000   175.861000   169.806000   162.459000   153.565000   143.108000   131.051000   117.449000   102.525000   86.577000   70.011900   53.581300   38.175500  24.729400  14.104700   6.865760  0.686528  1.615600e-02  2.308390e-03
   312.0         Y -2.582060e-03 -2.525190e-03 -2.469570e-03 -2.415180e-03 -2.361990e-03   -518.425000   -500.895000  -484.386000  -468.849000  -454.166000  -440.245000  -427.006000  -414.384000  -402.324000  -390.778000  -379.707000  -369.074000  -358.850000  -349.007000  -339.521000   190.437000   187.682000   186.313000   184.078000   181.043000   177.290000   172.530000   166.573000   159.347000   150.603000   140.328000   128.487000   115.138000   100.501000   84.867600   68.636200   52.540500   37.448600  24.272300  13.854300   6.749770  0.676316  1.594370e-02  2.279240e-03
   314.0         Y -2.549270e-03 -2.493130e-03 -2.438230e-03 -2.384550e-03 -2.332050e-03   -508.644000   -491.421000  -475.207000  -459.950000  -445.536000  -431.872000  -418.880000  -406.495000  -394.664000  -383.338000  -372.478000  -362.051000  -352.024000  -342.372000  -333.070000   186.892000   184.179000   182.831000   180.631000   177.642000   173.949000   169.265000   163.404000   156.298000   147.702000   137.606000   125.980000   112.879000    98.522400   83.196700   67.291500   51.522800   36.737200  23.824500  13.608600   6.635810  0.666246  1.573380e-02  2.250370e-03
   316.0         Y -2.516810e-03 -2.461410e-03 -2.407220e-03 -2.354230e-03 -2.302410e-03   -499.064000   -482.144000  -466.219000  -451.238000  -437.088000  -423.676000  -410.927000  -398.775000  -387.167000  -376.057000  -365.405000  -355.177000  -345.344000  -335.879000  -326.758000   183.414000   180.742000   179.416000   177.249000   174.308000   170.673000   166.064000   160.299000   153.311000   144.862000   134.944000   123.527000   110.670000    96.588100   81.563600   65.977100   50.527600   36.041100  23.385800  13.367600   6.523840  0.656316  1.552610e-02  2.221810e-03
   318.0         Y -2.484700e-03 -2.430010e-03 -2.376530e-03 -2.324220e-03 -2.273070e-03   -489.682000   -473.060000  -457.419000  -442.709000  -428.818000  -415.654000  -403.142000  -391.219000  -379.830000  -368.931000  -358.483000  -348.451000  -338.807000  -329.525000  -320.581000   180.003000   177.372000   176.066000   173.934000   171.039000   167.463000   162.928000   157.258000   150.387000   142.082000   132.338000   121.127000   108.509000    94.697200   79.967400   64.692200   49.554500   35.360000  22.956100  13.131200   6.413830  0.646525  1.532080e-02  2.193540e-03
   320.0         Y -2.452930e-03 -2.398950e-03 -2.346160e-03 -2.294540e-03 -2.244050e-03   -480.494000   -464.165000  -448.804000  -434.361000  -420.724000  -407.803000  -395.524000  -383.824000  -372.650000  -361.958000  -351.709000  -341.870000  -332.411000  -323.307000  -314.536000   176.657000   174.068000   172.782000   170.684000   167.835000   164.316000   159.855000   154.278000   147.523000   139.361000   129.788000   118.780000   106.397000    92.848900   78.407200   63.436300   48.602900   34.693500  22.535200  12.899400   6.305770  0.636872  1.511780e-02  2.165560e-03
   322.0         Y -2.421490e-03 -2.368220e-03 -2.316120e-03 -2.265160e-03 -2.215330e-03   -471.497000   -455.456000  -440.371000  -426.189000  -412.801000  -400.119000  -388.069000  -376.588000  -365.625000  -355.135000  -345.081000  -335.429000  -326.152000  -317.223000  -308.621000   173.376000   170.828000   169.563000   167.498000   164.695000   161.232000   156.845000   151.360000   144.719000   136.697000   127.293000   116.484000   104.332000    91.042100   76.882300   62.208600   47.672400   34.041300  22.123000  12.672000   6.199610  0.627356  1.491710e-02  2.137880e-03
   324.0         Y -2.390390e-03 -2.337820e-03 -2.286400e-03 -2.236110e-03 -2.186930e-03   -462.688000   -446.930000  -432.115000  -418.189000  -405.047000  -392.599000  -380.772000  -369.506000  -358.749000  -348.458000  -338.595000  -329.127000  -320.027000  -311.269000  -302.832000   170.160000   167.652000   166.407000   164.375000   161.617000   158.211000   153.895000   148.502000   141.973000   134.091000   124.852000   114.239000   102.312000    89.275900   75.391800   61.008500   46.762500   33.403100  21.719200  12.449000   6.095330  0.617976  1.471870e-02  2.110500e-03
   326.0         Y -2.359640e-03 -2.307740e-03 -2.257000e-03 -2.207370e-03 -2.158830e-03   -454.062000   -438.583000  -424.033000  -410.360000  -397.457000  -385.239000  -373.632000  -362.576000  -352.021000  -341.924000  -332.248000  -322.960000  -314.034000  -305.444000  -297.168000   167.007000   164.539000   163.314000   161.315000   158.602000   155.252000   151.007000   145.704000   139.286000   131.540000   122.465000   112.044000   100.338000    87.549500   73.934900   59.835300   45.872700   32.778700  21.323600  12.230200   5.992900  0.608731  1.452260e-02  2.083420e-03
   328.0         Y -2.329210e-03 -2.278000e-03 -2.227920e-03 -2.178940e-03 -2.131030e-03   -445.616000   -430.411000  -416.122000  -402.696000  -390.030000  -378.036000  -366.644000  -355.794000  -345.437000  -335.530000  -326.037000  -316.926000  -308.169000  -299.743000  -291.626000   163.917000   161.489000   160.283000   158.316000   155.648000   152.352000   148.178000   142.964000   136.655000   129.043000   120.129000   109.896000    98.407800    85.861800   72.510800   58.688400   45.002500   32.167600  20.936200  12.015700   5.892290  0.599618  1.432880e-02  2.056630e-03
   330.0         Y -2.299120e-03 -2.248590e-03 -2.199160e-03 -2.150820e-03 -2.103550e-03   -437.347000   -422.412000  -408.378000  -395.195000  -382.760000  -370.987000  -359.805000  -349.158000  -338.995000  -329.274000  -319.959000  -311.020000  -302.430000  -294.164000  -286.202000   160.888000   158.499000   157.313000   155.379000   152.753000   149.512000   145.408000   140.281000   134.080000   126.600000   117.844000   107.796000    96.520600    84.212100   71.118800   57.567200   44.151500   31.569500  20.556700  11.805300   5.793470  0.590638  1.413730e-02  2.030130e-03
   332.0         Y -2.269370e-03 -2.219500e-03 -2.170720e-03 -2.123020e-03 -2.076360e-03   -429.252000   -414.581000  -400.798000  -387.854000  -375.645000  -364.088000  -353.113000  -342.663000  -332.690000  -323.151000  -314.012000  -305.242000  -296.814000  -288.705000  -280.894000   157.921000   155.570000   154.404000   152.501000   149.919000   146.731000   142.695000   137.655000   131.560000   124.209000   115.608000   105.743000    94.675300    82.599400   69.758100   56.471100   43.319200   30.984300  20.185000  11.598900   5.696420  0.581788  1.394800e-02  2.003930e-03
   334.0         Y -2.239950e-03 -2.190730e-03 -2.142600e-03 -2.095530e-03 -2.049490e-03   -421.326000   -406.915000  -393.378000  -380.668000  -368.681000  -357.336000  -346.564000  -336.308000  -326.520000  -317.160000  -308.192000  -299.587000  -291.318000  -283.362000  -275.699000   155.013000   152.701000   151.554000   149.682000   147.142000   144.007000   140.038000   135.084000   129.093000   121.870000   113.421000   103.734000    92.871200    81.022800   68.428000   55.399400   42.505200   30.411600  19.820900  11.396600   5.601090  0.573067  1.376100e-02  1.978020e-03
   336.0         Y -2.210860e-03 -2.162300e-03 -2.114800e-03 -2.068340e-03 -2.022910e-03   -413.566000   -399.410000  -386.116000  -373.634000  -361.866000  -350.728000  -340.154000  -330.088000  -320.482000  -311.296000  -302.497000  -294.053000  -285.940000  -278.134000  -270.616000   152.165000   149.890000   148.761000   146.920000   144.422000   141.340000   137.437000   132.567000   126.678000   119.582000   111.282000   101.770000    91.107100    79.481500   67.127600   54.351600   41.709100   29.851100  19.464200  11.198100   5.507470  0.564473  1.357620e-02  1.952400e-03
   338.0         Y -2.182110e-03 -2.134180e-03 -2.087310e-03 -2.041470e-03 -1.996630e-03   -405.970000   -392.064000  -379.007000  -366.750000  -355.195000  -344.261000  -333.881000  -324.001000  -314.573000  -305.558000  -296.923000  -288.637000  -280.676000  -273.018000  -265.641000   149.374000   147.137000   146.026000   144.216000   141.759000   138.728000   134.891000   130.103000   124.315000   117.342000   109.190000    99.849100    89.382300    77.974700   65.856400   53.327100   40.930300   29.302500  19.114800  11.003400   5.415520  0.556007  1.339370e-02  1.927060e-03
   340.0         Y -2.153680e-03 -2.106390e-03 -2.060130e-03 -2.014900e-03 -1.970660e-03   -398.532000   -384.872000  -372.048000  -360.012000  -348.666000  -337.931000  -327.742000  -318.043000  -308.790000  -299.943000  -291.468000  -283.337000  -275.525000  -268.010000  -260.772000   146.640000   144.440000   143.348000   141.567000   139.151000   136.170000   132.398000   127.691000   122.003000   115.151000   107.143000    97.970300    87.695700    76.501400   64.613500   52.325300   40.168600   28.765600  18.772500  10.812500   5.325210  0.547665  1.321340e-02  1.902020e-03
   342.0         Y -2.125570e-03 -2.078910e-03 -2.033270e-03 -1.988630e-03 -1.944980e-03   -391.251000   -377.832000  -365.237000  -353.417000  -342.276000  -331.736000  -321.733000  -312.213000  -303.130000  -294.447000  -286.129000  -278.150000  -270.484000  -263.109000  -256.006000   143.962000   141.798000   140.724000   138.972000   136.597000   133.666000   129.957000   125.330000   119.740000   113.007000   105.140000    96.132900    86.046600    75.061000   63.398300   51.345700   39.423500   28.240100  18.437200  10.625300   5.236520  0.539446  1.303520e-02  1.877270e-03
   344.0         Y -2.097800e-03 -2.051750e-03 -2.006720e-03 -1.962670e-03 -1.919600e-03   -384.123000   -370.940000  -358.569000  -346.961000  -336.021000  -325.673000  -315.852000  -306.507000  -297.591000  -289.068000  -280.904000  -273.073000  -265.549000  -258.312000  -251.342000   141.339000   139.211000   138.154000   136.432000   134.096000   131.214000   127.568000   123.019000   117.525000   110.909000   103.181000    94.335800    84.433800    73.652600   62.210100   50.387800   38.694600   27.725700  18.108700  10.441600   5.149420  0.531349  1.285930e-02  1.852790e-03
   346.0         Y -2.070340e-03 -2.024910e-03 -1.980470e-03 -1.937010e-03 -1.894510e-03   -377.143000   -364.193000  -352.042000  -340.641000  -329.899000  -319.738000  -310.096000  -300.921000  -292.169000  -283.803000  -275.790000  -268.104000  -260.719000  -253.616000  -246.776000   138.770000   136.677000   135.638000   133.944000   131.647000   128.813000   125.228000   120.757000   115.357000   108.857000   101.265000    92.578200    82.856800    72.275400   61.048300   49.450900   37.981500   27.222100  17.786900  10.261500   5.063880  0.523373  1.268550e-02  1.828610e-03
   348.0         Y -2.043210e-03 -1.998380e-03 -1.954530e-03 -1.911650e-03 -1.869710e-03   -370.310000   -357.588000  -345.652000  -334.455000  -323.906000  -313.929000  -304.462000  -295.454000  -286.862000  -278.650000  -270.784000  -263.240000  -255.992000  -249.021000  -242.307000   136.254000   134.195000   133.173000   131.508000   129.249000   126.463000   122.938000   118.543000   113.236000   106.848000    99.390500    90.859000    81.314400    70.928800   59.912200   48.534600   37.283900   26.729200  17.471600  10.084900   4.979880  0.515516  1.251390e-02  1.804700e-03
   350.0         Y -2.016390e-03 -1.972160e-03 -1.928900e-03 -1.886590e-03 -1.845210e-03   -363.620000   -351.122000  -339.397000  -328.400000  -318.040000  -308.242000  -298.947000  -290.103000  -281.668000  -273.605000  -265.884000  -258.478000  -251.364000  -244.522000  -237.932000   133.789000   131.765000   130.760000   129.122000   126.901000   124.162000   120.696000   116.376000   111.160000   104.883000    97.556500    89.177400    79.806000    69.611800   58.801100   47.638400   36.601300   26.246700  17.162700   9.911600   4.897380  0.507776  1.234440e-02  1.781070e-03
   352.0         Y -1.989890e-03 -1.946250e-03 -1.903570e-03 -1.861820e-03 -1.820990e-03   -357.070000   -344.791000  -333.273000  -322.472000  -312.297000  -302.676000  -293.548000  -284.865000  -276.583000  -268.668000  -261.088000  -253.818000  -246.834000  -240.117000  -233.650000   131.376000   129.384000   128.397000   126.786000   124.602000   121.908000   118.502000   114.255000   109.128000   102.960000    95.762200    87.532400    78.330800    68.323900   57.714500   46.761800   35.933400   25.774300  16.860000   9.741650   4.816350  0.500152  1.217700e-02  1.757720e-03
   354.0         Y -1.963710e-03 -1.920650e-03 -1.878540e-03 -1.837350e-03 -1.797060e-03   -350.657000   -338.592000  -327.278000  -316.668000  -306.675000  -297.226000  -288.263000  -279.737000  -271.605000  -263.834000  -256.393000  -249.255000  -242.400000  -235.806000  -229.457000   129.012000   127.054000   126.082000   124.498000   122.351000   119.702000   116.353000   112.178000   107.139000   101.078000    94.006800    85.923300    76.887800    67.064200   56.651700   45.904300   35.279900   25.311800  16.563500   9.574950   4.736780  0.492642  1.201170e-02  1.734650e-03
   356.0         Y -1.937840e-03 -1.895350e-03 -1.853800e-03 -1.813160e-03 -1.773410e-03   -344.377000   -332.523000  -321.408000  -310.986000  -301.171000  -291.892000  -283.090000  -274.717000  -266.732000  -259.102000  -251.796000  -244.788000  -238.058000  -231.585000  -225.352000   126.697000   124.771000   123.816000   122.258000   120.146000   117.543000   114.250000   110.146000   105.193000    99.236900    92.289200    84.349200    75.476300    65.832200   55.612200   45.065500   34.640300   24.858900  16.272900   9.411440   4.658630  0.485246  1.184850e-02  1.711850e-03
